day.s,sex,mass_div_100,stage,human_rate_scaled,dog_rate_scaled,lnCort,uid,area,year
15.7,M,8,A,0.75,0.25,2.2,R1267,oak_crow,2024
16.3,F,7.05,A,0.75,0.25,4.1,R1153_R1292,oak_crow,2024
16.4,F,6.2,A,0.75,0.25,4.2,R1474,oak_crow,2024
17.6,F,5.2,A,0.75,0.25,4.7,R1315,oak_crow,2024
17.8,M,2.55,P,0.75,0.25,3.9,R1514,oak_crow,2024
17.8,F,2.75,P,0.75,0.25,3.1,R1518,oak_crow,2024
20,F,7.55,A,0.75,0.25,3.2,R1546,oak_crow,2024
15.5,F,7.25,A,0.875,0.25,2.8,R1147_L1194,U_tree_crow,2024
15.6,M,10.35,A,0.875,0.25,3.4,R1299,U_tree_crow,2024
16.2,F,7.55,A,0.875,0.25,3.1,R1096_R1259,U_tree_crow,2024
17.6,M,10.6,A,0.875,0.25,4.5,R1299,U_tree_crow,2024
17.8,F,3.95,P,0.875,0.25,3.7,R1513,U_tree_crow,2024
13.7,F,7.3,A,0.536,0.259,3.6,R1090,K_tree_crow,2022
14.6,F,7.45,A,0.536,0.259,3.2,R1001,K_tree_crow,2022
15.1,M,2.35,P,0.536,0.259,3.4,R1267,K_tree_crow,2022
16.4,M,2.65,P,0.536,0.259,2.8,R1276,K_tree_crow,2022
19.2,M,4.45,P,0.536,0.259,3.6,R1256,K_tree_crow,2022
9.6,F,5.9,A,0.714,0.259,3.7,R1147_L1194,oak_crow,2022
16.4,M,3.2,P,0.714,0.259,3.2,R1267,oak_crow,2022
17.8,M,8.7,A,0.714,0.259,3.7,R1133,oak_crow,2022
18,F,7.6,A,0.714,0.259,3.3,R1119,oak_crow,2022
19.2,M,8.06,A,0.714,0.259,3.9,R1250_R1264,oak_crow,2022
12.8,F,5.42,A,0.55,0.263,3.7,R1317_R1349_L1340,I_tree_crow,2023
13.2,M,8.17,A,0.55,0.263,3.8,R1240,I_tree_crow,2023
18.6,F,8.6,A,0.55,0.263,4,R1251,I_tree_crow,2023
18.6,F,4.1,P,0.55,0.263,3.9,R1347,I_tree_crow,2023
15.6,M,9.05,A,0.55,0.263,4,R1240,I_tree_crow,2023
13.2,F,8,A,0.65,0.263,3.7,R1136,T_tree_crow,2023
14.5,M,7.35,A,0.65,0.263,3.8,R851_L1148,T_tree_crow,2023
16.7,M,7.45,A,0.65,0.263,3.5,R851_L1148,T_tree_crow,2023
18.4,F,6.9,A,0.65,0.263,3.6,R1263,T_tree_crow,2023
18.4,M,2.95,P,0.65,0.263,3.6,R1362,T_tree_crow,2023
18.4,F,3.75,P,0.65,0.263,3.5,R1354,T_tree_crow,2023
19.9,M,7.85,A,0.65,0.263,4.2,R851_L1148,T_tree_crow,2023
13.2,M,9,A,0.75,0.263,3,R1299,pine_crow,2023
15,M,8.95,A,0.75,0.263,4.1,R1299,pine_crow,2023
15,F,6.05,A,0.75,0.263,3.4,R990,pine_crow,2023
15,M,6.95,A,0.75,0.263,3.3,R1238,pine_crow,2023
15,F,7.15,A,0.75,0.263,4.4,R1093,pine_crow,2023
15.6,F,6.65,A,0.75,0.263,3.6,R1263,pine_crow,2023
15.8,F,6.6,A,0.75,0.263,3.5,R1090,pine_crow,2023
19.9,F,1.25,P,0.75,0.263,2.9,R1431,pine_crow,2023
19.9,F,5.7,A,0.75,0.263,3.8,R977,pine_crow,2023
16.7,F,5.85,A,0.8,0.263,4.2,R1268,S_tree_crow,2023
19.9,F,6.4,A,0.8,0.263,3.2,R1268,S_tree_crow,2023
20.1,M,7.6,A,0.8,0.263,3.9,R1254,S_tree_crow,2023
13.7,F,5.65,A,0.95,0.263,3.4,R1119,U_tree_crow,2023
15.6,M,8.95,A,0.95,0.263,4.1,R1299,U_tree_crow,2023
16.7,F,5.85,A,0.95,0.263,3.8,R714,U_tree_crow,2023
18.4,M,8.2,A,0.95,0.263,4,R1123,U_tree_crow,2023
18.4,M,9.7,A,0.95,0.263,3.9,R1299,U_tree_crow,2023
14,F,7.5,A,0.545,0.286,2.9,R1016_R1261,U_tree_crow,2021
15.2,F,6.9,A,0.545,0.286,4,R714,U_tree_crow,2021
15.4,M,3,P,0.545,0.286,3,R1143,U_tree_crow,2021
16.5,F,5.6,P,0.545,0.286,3.5,R1139_L1197,U_tree_crow,2021
17.2,M,7.15,A,0.545,0.286,4,R1095,U_tree_crow,2021
20,F,9.6,A,0.545,0.286,3.9,R714,U_tree_crow,2021
15.3,F,6,A,0.56,0.292,4.2,R910,purgatory_crow,2020
15.4,F,6.6,A,0.56,0.292,4,R714,purgatory_crow,2020
15.7,F,6.8,A,0.56,0.292,3.1,R150_R751_L230,purgatory_crow,2020
16,F,4.7,P,0.56,0.292,3.2,R994,purgatory_crow,2020
16,F,6.75,A,0.56,0.292,3.3,R623,pine_crow,2020
16,F,5.45,A,0.56,0.292,3.9,R838,purgatory_crow,2020
17.4,F,4.8,A,0.56,0.292,4.5,R893,purgatory_crow,2020
17.4,F,7.55,A,0.56,0.292,4.2,R713,purgatory_crow,2020
18.8,F,5.4,A,0.56,0.292,4.7,R838,purgatory_crow,2020
18.8,F,7.2,A,0.56,0.292,3.9,R713,pine_crow,2020
18.8,F,4.4,A,0.56,0.292,3.9,R893,purgatory_crow,2020
18.8,F,6.5,A,0.56,0.292,3.3,R910,purgatory_crow,2020
18.9,F,6.35,A,0.56,0.292,3.5,R589,purgatory_crow,2020
19.8,M,8.35,A,0.56,0.292,3.3,R605,purgatory_crow,2020
19.8,F,7.5,A,0.56,0.292,3,R714,purgatory_crow,2020
20.2,M,8.4,A,0.56,0.292,3.4,R799,pine_crow,2020
20.3,F,5.85,A,0.56,0.292,4.2,R838,purgatory_crow,2020
21.1,F,4.85,A,0.56,0.292,3.5,R893,purgatory_crow,2020
21.1,F,5.9,A,0.56,0.292,3.4,R838,purgatory_crow,2020
21.1,M,8.6,A,0.56,0.292,3.6,R799,purgatory_crow,2020
21.1,F,6.5,A,0.56,0.292,3.5,R910,purgatory_crow,2020
21.1,M,8.55,A,0.56,0.292,3.8,R605,purgatory_crow,2020
21.1,F,7.3,A,0.56,0.292,3.5,R714,purgatory_crow,2020
9.6,M,8.1,A,0.857,0.296,3.2,R936,R_tree_crow,2022
13.7,M,8.5,A,0.857,0.296,3.5,R1173,R_tree_crow,2022
13.7,M,10.55,A,0.857,0.296,3,R936,R_tree_crow,2022
13.7,M,9,A,0.857,0.296,3.1,R945,R_tree_crow,2022
15.1,M,9.3,A,0.857,0.296,3.8,R945,R_tree_crow,2022
16.4,M,8.7,A,0.857,0.296,3.6,R1163,R_tree_crow,2022
16.4,M,9.2,A,0.857,0.296,3.9,R1173,R_tree_crow,2022
17.8,M,9.7,A,0.857,0.296,4,R1163,R_tree_crow,2022
17.9,F,3.15,P,0.857,0.296,3.3,R1268,R_tree_crow,2022
18,F,5.9,A,0.857,0.296,3,R923,R_tree_crow,2022
19.2,M,10.65,A,0.857,0.296,3.7,R1163,R_tree_crow,2022
19.2,F,7.1,A,0.857,0.296,3.2,R873,R_tree_crow,2022
19.3,F,5.9,A,0.857,0.296,2.9,R1151,R_tree_crow,2022
13.7,F,5.5,A,0.893,0.296,3.1,R741_R1232,S_tree_crow,2022
15.1,F,6.75,A,0.893,0.296,3.2,R764,S_tree_crow,2022
17.8,F,5.1,A,0.893,0.296,2.4,R1157,S_tree_crow,2022
19.2,F,5.8,A,0.893,0.296,3.7,R714,S_tree_crow,2022
16.2,F,7.3,A,0.625,0.313,3.2,R1453,T_tree_crow,2024
16.2,F,7.1,A,0.625,0.313,4.2,R1465,Z_tree_crow,2024
17.6,F,7.6,A,0.625,0.313,4,R1453,T_tree_crow,2024
17.7,F,6.45,A,0.625,0.313,3.8,R1153_R1292,T_tree_crow,2024
17.7,F,7.45,A,0.625,0.313,3.5,R1470,T_tree_crow,2024
19.9,M,2.3,P,0.625,0.313,3,R1508,T_tree_crow,2024
14.2,F,7.55,A,0.5,0.316,4.3,R1227,cheerio_tree_crow,2023
14.2,M,6.5,A,0.5,0.316,3.5,R1163,cheerio_tree_crow,2023
16.7,F,7.05,A,0.5,0.316,4.2,R1227,cheerio_tree_crow,2023
18.4,F,1.8,P,0.5,0.316,3.3,R1398_L1477,cheerio_tree_crow,2023
18.4,F,1.8,P,0.5,0.316,3.3,R1397,cheerio_tree_crow,2023
18.4,F,7.45,A,0.5,0.316,4.7,R1096_R1259,cheerio_tree_crow,2023
18.4,F,1.7,P,0.5,0.316,3.5,R1399,cheerio_tree_crow,2023
19.9,F,1.9,P,0.5,0.316,2.7,R1402,cheerio_tree_crow,2023
20,F,3.15,P,0.5,0.316,3.8,R1401,cheerio_tree_crow,2023
12.8,F,7.5,A,0.95,0.316,3.8,R1069_L1403,L_tree_crow,2023
12.8,M,7.75,A,0.95,0.316,3.5,R1231,L_tree_crow,2023
19.9,M,2.3,P,0.95,0.316,4.2,R1393,L_tree_crow,2023
20.1,M,8.75,A,0.95,0.316,3.9,R1163,L_tree_crow,2023
13.7,F,6.6,A,0.643,0.333,3.7,R1069_L1403,H_tree_crow,2022
14,M,2.4,P,0.643,0.333,2.5,R1233,H_tree_crow,2022
14,F,2.2,P,0.643,0.333,2.1,R1258,H_tree_crow,2022
15.1,F,2.75,P,0.643,0.333,2.9,R1258,H_tree_crow,2022
16.4,M,3.9,P,0.643,0.333,3.3,R1233,H_tree_crow,2022
17.8,M,4.35,P,0.643,0.333,3.3,R1233,H_tree_crow,2022
17.8,F,7.2,A,0.643,0.333,3.7,R1069_L1403,H_tree_crow,2022
19.2,F,8.6,A,0.643,0.333,3.8,R1069_L1403,H_tree_crow,2022
14.3,M,1.6,P,0.75,0.333,2.3,R1256,J_tree_crow,2022
14.6,M,1.2,P,0.75,0.333,2.7,R1271,J_tree_crow,2022
15.1,M,2.25,P,0.75,0.333,3.1,R1254,J_tree_crow,2022
15.1,M,2.35,P,0.75,0.333,3.5,R1256,J_tree_crow,2022
15.1,F,6.7,A,0.75,0.333,3.2,R714,J_tree_crow,2022
16.4,M,2.45,P,0.75,0.333,3.4,R1271,J_tree_crow,2022
16.4,M,2.55,P,0.75,0.333,2.9,R1272,J_tree_crow,2022
16.4,F,10.75,A,0.75,0.333,3.5,R888,J_tree_crow,2022
16.5,F,6.8,A,0.75,0.333,2.9,R714,J_tree_crow,2022
18,M,4,P,0.75,0.333,3.1,R1254,J_tree_crow,2022
19.2,M,4.3,P,0.75,0.333,3.2,R1254,J_tree_crow,2022
9.6,F,6.3,A,0.929,0.333,4,R617_R875,L_tree_crow,2022
9.6,M,7.15,A,0.929,0.333,3.8,R1173,L_tree_crow,2022
9.6,F,6.35,A,0.929,0.333,3.7,R1069_L1403,L_tree_crow,2022
9.6,F,6.24,A,0.929,0.333,3.3,R867,L_tree_crow,2022
14,F,6.6,A,0.929,0.333,3.6,R1089,L_tree_crow,2022
15.1,M,3.1,P,0.929,0.333,3.8,R1233,L_tree_crow,2022
15.1,F,6.85,A,0.929,0.333,3.3,R1069_L1403,L_tree_crow,2022
16.4,F,8,A,0.929,0.333,3.8,R1069_L1403,L_tree_crow,2022
16.4,F,6,A,0.929,0.333,4.1,R867,L_tree_crow,2022
16.5,F,3.65,P,0.929,0.333,2.7,R1258,L_tree_crow,2022
17.9,M,3.35,P,0.929,0.333,2.9,R1267,L_tree_crow,2022
17.9,M,3.55,P,0.929,0.333,2.9,R1307,L_tree_crow,2022
15.6,M,7.3,A,0.75,0.368,3,R1163,R_tree_crow,2023
15.6,F,5.7,A,0.75,0.368,3.3,R1268,R_tree_crow,2023
15.6,M,6.9,A,0.75,0.368,3.6,R1231,R_tree_crow,2023
15.9,M,7.8,A,0.75,0.368,3,R1363,R_tree_crow,2023
18.4,M,8.25,A,0.75,0.368,3.8,R851_L1148,R_tree_crow,2023
15.3,F,8.15,A,0.56,0.375,4.3,R745,R_tree_crow,2020
15.3,F,5.7,A,0.56,0.375,3.9,R741_R1232,R_tree_crow,2020
15.3,F,6.4,A,0.56,0.375,4.2,R523,R_tree_crow,2020
15.4,F,6.4,A,0.56,0.375,4.4,R587,R_tree_crow,2020
15.6,M,8.4,A,0.56,0.375,3.2,R834,R_tree_crow,2020
15.6,F,4.05,P,0.56,0.375,3.4,R977,R_tree_crow,2020
16,M,8.55,A,0.56,0.375,3.7,R733,R_tree_crow,2020
16,F,8.3,A,0.56,0.375,3.7,R745,R_tree_crow,2020
16,M,4.65,A,0.56,0.375,3.3,R998,R_tree_crow,2020
16,F,6.45,A,0.56,0.375,3.4,R993,R_tree_crow,2020
16.3,F,7.05,A,0.56,0.375,2.8,R478,Y_tree_crow,2020
16.3,F,2.5,P,0.56,0.375,2.5,R1019,Y_tree_crow,2020
17.4,M,5.1,A,0.56,0.375,2.8,R998,R_tree_crow,2020
17.4,F,6.5,A,0.56,0.375,4,R741_R1232,R_tree_crow,2020
17.4,F,6.3,A,0.56,0.375,4.8,R587,R_tree_crow,2020
17.4,F,2.1,P,0.56,0.375,4.1,R1004_R1249,R_tree_crow,2020
17.4,M,7.7,A,0.56,0.375,3.6,R871,Y_tree_crow,2020
17.5,M,5.95,A,0.56,0.375,3.3,R1043,R_tree_crow,2020
17.5,F,2.8,P,0.56,0.375,5.4,R1007,R_tree_crow,2020
18.8,F,7.25,A,0.56,0.375,3.4,R478,sunnyside_crow,2020
18.9,M,7.2,A,0.56,0.375,3.3,R742,R_tree_crow,2020
18.9,F,6.75,A,0.56,0.375,3.7,R507_R573,R_tree_crow,2020
18.9,M,9,A,0.56,0.375,2.8,R936,R_tree_crow,2020
18.9,M,3.95,P,0.56,0.375,3.6,R1057,R_tree_crow,2020
19.7,F,4.65,A,0.56,0.375,3.3,R893,R_tree_crow,2020
20.2,F,7.2,A,0.56,0.375,3.6,R898,sunnyside_crow,2020
20.2,F,6.45,A,0.56,0.375,4.1,R591,R_tree_crow,2020
21.1,F,2.85,P,0.56,0.375,3.3,R1004_R1249,R_tree_crow,2020
16.2,F,5.95,A,0.563,0.375,2.3,R990,Y_tree_crow,2024
16.3,F,3.15,P,0.563,0.375,4,R1468,sunnyside_crow,2024
16.4,F,6.55,A,0.563,0.375,4.9,R1137_R1327_L1472,sunnyside_crow,2024
17.6,F,6.05,A,0.563,0.375,4.1,R990,sunnyside_crow,2024
17.7,M,3.65,P,0.563,0.375,3.5,R1511,sunnyside_crow,2024
17.8,M,7.25,A,0.563,0.375,3.7,R1519,sunnyside_crow,2024
19.9,F,2.75,P,0.563,0.375,3.3,R1503,sunnyside_crow,2024
15.6,F,6.15,A,0.64,0.375,3.2,R831_R1034,oak_crow,2020
15.6,F,5.55,A,0.64,0.375,2.4,R584,oak_crow,2020
15.6,F,7.25,A,0.64,0.375,3.5,R627_R1334,oak_crow,2020
16,M,8.4,A,0.64,0.375,2.7,R605,oak_crow,2020
16,M,8.4,A,0.64,0.375,3.5,R471,cedar_crow,2020
16.2,F,6.2,A,0.64,0.375,3.4,R831_R1034,cedar_crow,2020
16.2,M,8.8,A,0.64,0.375,4,R534_R595_R846,oak_crow,2020
16.3,F,9.8,A,0.64,0.375,3.8,R832,cedar_crow,2020
17.4,M,9,A,0.64,0.375,4.3,R471,cedar_crow,2020
17.4,M,8.65,A,0.64,0.375,5.1,R605,cedar_crow,2020
17.4,F,5.9,A,0.64,0.375,4.4,R623,oak_crow,2020
17.4,M,8.85,A,0.64,0.375,4.5,R799,oak_crow,2020
17.4,F,7.2,A,0.64,0.375,4.9,R627_R1334,cedar_crow,2020
17.4,F,9.65,A,0.64,0.375,4,R832,cedar_crow,2020
17.5,F,3.4,P,0.64,0.375,3.3,R990,cedar_crow,2020
18.8,M,9,A,0.64,0.375,3.6,R471,cedar_crow,2020
18.8,M,8.4,A,0.64,0.375,4.4,R605,cedar_crow,2020
18.8,F,5.95,A,0.64,0.375,4.1,R831_R1034,cedar_crow,2020
18.8,F,3.5,P,0.64,0.375,3.4,R990,oak_crow,2020
18.8,M,3.25,P,0.64,0.375,2.8,R1003,oak_crow,2020
18.8,F,7.25,A,0.64,0.375,3.9,R627_R1334,oak_crow,2020
18.8,F,2.85,P,0.64,0.375,3.3,R1019,oak_crow,2020
19.8,M,8.65,A,0.64,0.375,3.8,R471,cedar_crow,2020
20.2,F,6.85,A,0.64,0.375,3.9,R150_R751_L230,cedar_crow,2020
20.2,M,8.8,A,0.64,0.375,3,R471,cedar_crow,2020
20.2,M,8.4,A,0.64,0.375,3.5,R605,cedar_crow,2020
20.2,F,3.9,P,0.64,0.375,3.2,R990,oak_crow,2020
20.2,F,6.2,A,0.64,0.375,3.2,R831_R1034,cedar_crow,2020
20.2,F,7,A,0.64,0.375,3.1,R714,oak_crow,2020
20.2,F,8,A,0.64,0.375,4,R561,cedar_crow,2020
20.2,F,6.3,A,0.64,0.375,3.8,R523,V_tree_crow,2020
20.2,F,5.6,A,0.64,0.375,4.4,R623,oak_crow,2020
20.3,F,7.5,A,0.64,0.375,3.8,R627_R1334,cedar_crow,2020
21.2,F,3.9,P,0.64,0.375,3.4,R990,cedar_crow,2020
21.2,F,7.35,A,0.64,0.375,3.5,R627_R1334,cedar_crow,2020
21.2,F,6.25,A,0.64,0.375,3.5,R831_R1034,cedar_crow,2020
21.2,M,3.6,P,0.64,0.375,3.1,R1003,cedar_crow,2020
21.2,M,8.8,A,0.64,0.375,3.5,R471,cedar_crow,2020
15.6,F,6.7,A,0.68,0.375,3.9,R623,U_tree_crow,2020
16.2,M,2.5,P,0.68,0.375,2.9,R1003,U_tree_crow,2020
16.2,M,8.35,A,0.75,0.375,4.3,R1363,Pine_crow,2024
16.3,F,6.25,A,0.75,0.375,4.4,R1268,Pine_crow,2024
16.4,M,8.15,A,0.75,0.375,5.2,R851_L1148,Pine_crow,2024
17.6,M,8,A,0.75,0.375,4.8,R1363,Pine_crow,2024
19.9,F,5.3,P,0.75,0.375,3.9,R1446,Pine_crow,2024
19.9,F,3.9,P,0.75,0.375,4.1,R1513,Pine_crow,2024
15.5,F,6.6,A,0.813,0.375,3.9,R1447,moon_crow,2024
15.6,M,7.45,A,0.813,0.375,3,R1178,moon_crow,2024
15.6,F,6.45,A,0.813,0.375,3.9,R1359,moon_crow,2024
15.7,F,8,A,0.813,0.375,4,R888,G_tree_crow,2024
15.7,M,8.9,A,0.813,0.375,3.4,R1461,moon_crow,2024
16.2,M,7.75,A,0.813,0.375,3.2,R1178,moon_crow,2024
16.2,F,7.3,A,0.813,0.375,3.5,R1447,moon_crow,2024
17.6,F,6.35,A,0.813,0.375,4.5,R1360,moon_crow,2024
17.7,F,7.45,A,0.813,0.375,4.5,R888,G_tree_crow,2024
17.7,F,8.1,A,0.813,0.375,3.4,R1510,moon_crow,2024
17.8,M,8.4,A,0.813,0.375,3.6,R1178,G_tree_crow,2024
17.8,M,8.25,A,0.813,0.375,4.3,R1362,G_tree_crow,2024
19.9,F,3.2,P,0.813,0.375,3.1,R1464,moon_crow,2024
14.4,M,8.55,A,0.5,0.381,3.8,R1054,purgatory_crow,2021
14.5,M,4.8,A,0.5,0.381,3.9,R1095,purgatory_crow,2021
14.5,F,6.85,A,0.5,0.381,4.3,R714,purgatory_crow,2021
14.6,F,6.55,A,0.5,0.381,3.8,R838,purgatory_crow,2021
16.5,M,7.75,A,0.5,0.381,3.7,R851_L1148,pine_crow,2021
16.5,M,2,P,0.5,0.381,4.3,R1105,pine_crow,2021
17.2,F,7.9,A,0.5,0.381,3.7,R714,pine_crow,2021
17.2,M,5.2,A,0.5,0.381,3.7,R1125,purgatory_crow,2021
17.3,F,4.3,P,0.5,0.381,3.5,R1149,purgatory_crow,2021
17.3,F,3.6,P,0.5,0.381,3.2,R1157,purgatory_crow,2021
17.4,M,5.9,A,0.5,0.381,3.4,R1207,purgatory_crow,2021
18.7,M,5.7,A,0.5,0.381,3.3,R1125,purgatory_crow,2021
18.8,M,4.85,A,0.5,0.381,3.9,R1106,pine_crow,2021
20,M,6.05,A,0.5,0.381,3.9,R1125,purgatory_crow,2021
20,M,7.6,A,0.5,0.381,3.5,R851_L1148,purgatory_crow,2021
15.2,F,7.3,A,0.545,0.381,3.2,R1001,darkside_crow,2021
15.3,F,4.45,P,0.545,0.381,2.9,R1090,O_tree_crow,2021
16.5,F,7.4,A,0.545,0.381,4.2,R1001,darkside_crow,2021
16.5,M,6.3,A,0.545,0.381,3.5,R1032,darkside_crow,2021
16.5,F,6.9,A,0.545,0.381,3.8,R1176,darkside_crow,2021
17.3,F,5.3,A,0.545,0.381,3.1,R1126,O_tree_crow,2021
18.7,M,6.55,A,0.545,0.381,3.5,R1178,darkside_crow,2021
15.3,F,5.6,A,0.6,0.417,3.6,R951,H_tree_crow,2020
15.4,F,2.55,P,0.6,0.417,2.3,R987,H_tree_crow,2020
15.4,F,1.9,P,0.6,0.417,2.9,R991,H_tree_crow,2020
15.4,M,2.5,P,0.6,0.417,2.2,R989,H_tree_crow,2020
16,F,6.05,A,0.6,0.417,4.4,R855,H_tree_crow,2020
16,F,1.9,P,0.6,0.417,3.4,R991,H_tree_crow,2020
16,M,2.75,P,0.6,0.417,3.1,R999,H_tree_crow,2020
16.2,M,8.15,A,0.6,0.417,3.5,R945,H_tree_crow,2020
16.3,F,2.15,P,0.6,0.417,2.7,R991,H_tree_crow,2020
16.3,M,2.85,P,0.6,0.417,3.3,R1000,H_tree_crow,2020
17.4,M,9.15,A,0.6,0.417,4.4,R901,H_tree_crow,2020
17.5,M,4.45,P,0.6,0.417,2.1,R1015,H_tree_crow,2020
17.5,M,8.25,A,0.6,0.417,3.3,R813_R1020,H_tree_crow,2020
18.8,M,4.55,P,0.6,0.417,3.6,R984_R1111_L1314,H_tree_crow,2020
18.8,M,9.5,A,0.6,0.417,4.1,R901,H_tree_crow,2020
20.2,M,9.65,A,0.6,0.417,4,R901,H_tree_crow,2020
14.4,F,7.4,A,0.591,0.429,3.7,R741_R1232,S_tree_crow,2021
15.2,M,4.55,A,0.591,0.429,3.4,R1107,S_tree_crow,2021
15.4,M,7.9,A,0.591,0.429,3,R851_L1148,S_tree_crow,2021
16.5,M,5.1,P,0.591,0.429,3.5,R1133,S_tree_crow,2021
17.2,F,5.6,A,0.591,0.429,3.4,R1080,S_tree_crow,2021
17.4,F,4.8,P,0.591,0.429,3,R1152,S_tree_crow,2021
20,F,6.65,P,0.591,0.429,3.3,R1139_L1197,S_tree_crow,2021
14,F,7.3,A,0.636,0.429,2.7,R741_R1232,cedar_crow,2021
14,M,9.5,A,0.636,0.429,3.5,R605,V_tree_crow,2021
14,M,7.95,A,0.636,0.429,3.2,R471,cedar_crow,2021
14,F,6.55,A,0.636,0.429,3,R838,cedar_crow,2021
14.4,F,6.2,A,0.636,0.429,3.8,R990,V_tree_crow,2021
14.4,F,8.4,A,0.636,0.429,3.5,R627_R1334,V_tree_crow,2021
14.5,F,4.35,A,0.636,0.429,3.1,R1092,V_tree_crow,2021
14.6,M,9.6,A,0.636,0.429,4,R605,V_tree_crow,2021
15.2,M,5.6,A,0.636,0.429,3.5,R1095,cedar_crow,2021
15.2,M,9.7,A,0.636,0.429,4.2,R605,cedar_crow,2021
15.2,F,6.85,A,0.636,0.429,2.7,R990,cedar_crow,2021
15.2,F,9,A,0.636,0.429,2.8,R837_R1118_R1358_L1228_L1326,cedar_crow,2021
15.2,M,8.85,A,0.636,0.429,4.4,R945,oak_crow,2021
15.2,M,5.1,A,0.636,0.429,3.9,R1123,cedar_crow,2021
15.3,M,4.5,A,0.636,0.429,3.5,R1125,oak_crow,2021
15.3,F,3,P,0.636,0.429,3.2,R1131,cedar_crow,2021
15.3,F,3.71,P,0.636,0.429,3.3,R1135,cedar_crow,2021
15.3,F,3.8,P,0.636,0.429,3.2,R1137_R1327_L1472,cedar_crow,2021
15.3,F,3.9,A,0.636,0.429,3.8,R1078,cedar_crow,2021
16.5,F,8.25,A,0.636,0.429,3.9,R990,cedar_crow,2021
16.5,M,5.8,A,0.636,0.429,3.2,R1123,cedar_crow,2021
16.5,M,4.8,A,0.636,0.429,3.7,R1125,oak_crow,2021
16.6,F,5,P,0.636,0.429,3.9,R1119,cedar_crow,2021
16.6,F,4.8,A,0.636,0.429,3.3,R1126,oak_crow,2021
16.6,M,4.6,A,0.636,0.429,3.9,R1188,cedar_crow,2021
17.2,F,6.7,P,0.636,0.429,3.4,R1147_L1194,V_tree_crow,2021
17.4,F,5.1,A,0.636,0.429,3.9,R1092,V_tree_crow,2021
18.7,M,8.15,A,0.636,0.429,2.9,R471,cedar_crow,2021
18.7,F,5.55,P,0.636,0.429,3.9,R1119,oak_crow,2021
18.8,F,3.95,P,0.636,0.429,3.4,R1157,oak_crow,2021
18.8,M,4.65,P,0.636,0.429,3.7,R1180,oak_crow,2021
18.8,F,4.7,P,0.636,0.429,3.8,R1137_R1327_L1472,V_tree_crow,2021
20,M,7.9,A,0.636,0.429,3.7,R471,cedar_crow,2021
20,F,6.25,A,0.636,0.429,3.5,R1213,cedar_crow,2021
20,M,5.2,A,0.636,0.429,3.4,R1106,cedar_crow,2021
20.1,F,6.05,A,0.636,0.429,3.1,R1078,cedar_crow,2021
20.1,F,4.6,P,0.636,0.429,3.3,R1137_R1327_L1472,cedar_crow,2021
14.2,F,6.3,A,0.5,0.435,4.4,R561,S_tree_crow,2019
14.8,F,5.2,A,0.5,0.435,4,R437,S_tree_crow,2019
15.4,M,7.45,A,0.5,0.435,3.8,R750,S_tree_crow,2019
18.2,F,4.55,A,0.5,0.435,4.6,R713,S_tree_crow,2019
19.2,F,7.65,A,0.5,0.435,3.6,R713,S_tree_crow,2019
14.2,F,5.25,A,0.542,0.435,4.3,R747,L_tree_crow,2019
14.2,F,2.3,P,0.542,0.435,4.1,R831_R1034,L_tree_crow,2019
14.2,M,6.9,A,0.542,0.435,4.5,R738,L_tree_crow,2019
14.8,M,6.9,A,0.542,0.435,4.1,R738,L_tree_crow,2019
15.4,F,5.15,A,0.542,0.435,3.8,R747,L_tree_crow,2019
15.4,F,1.25,P,0.542,0.435,3.4,R837_R1118_R1358_L1228_L1326,L_tree_crow,2019
15.4,F,7.2,A,0.542,0.435,4.2,R561,L_tree_crow,2019
15.4,F,5.9,A,0.542,0.435,4.2,R587,L_tree_crow,2019
15.5,M,1.1,P,0.542,0.435,3.8,R887,L_tree_crow,2019
15.6,M,1.35,P,0.542,0.435,3.3,R886,L_tree_crow,2019
15.6,F,1.1,P,0.542,0.435,3.4,R882,L_tree_crow,2019
15.6,F,1.25,P,0.542,0.435,3.7,R855,L_tree_crow,2019
15.6,F,1.45,P,0.542,0.435,3.5,R857,L_tree_crow,2019
15.6,F,1.35,P,0.542,0.435,3.2,R856,L_tree_crow,2019
16.8,F,1.95,P,0.542,0.435,3.8,R882,L_tree_crow,2019
16.8,F,5.55,A,0.542,0.435,4.3,R717,L_tree_crow,2019
16.8,M,2.2,P,0.542,0.435,3.7,R887,L_tree_crow,2019
16.8,M,7.7,A,0.542,0.435,3.9,R813_R1020,L_tree_crow,2019
16.8,M,6.05,A,0.542,0.435,3.8,R605,L_tree_crow,2019
16.9,F,7.47,A,0.542,0.435,3,R747,L_tree_crow,2019
16.9,F,2.15,P,0.542,0.435,3.3,R855,L_tree_crow,2019
17,M,5.8,A,0.542,0.435,1.4,R742,L_tree_crow,2019
18.2,M,2.45,P,0.542,0.435,4,R864,L_tree_crow,2019
18.2,F,2.75,P,0.542,0.435,3.4,R855,L_tree_crow,2019
18.2,F,3.65,A,0.542,0.435,4.1,R747,L_tree_crow,2019
18.9,M,2.6,P,0.542,0.435,3.4,R874,L_tree_crow,2019
18.9,F,5.1,A,0.542,0.435,5,R747,L_tree_crow,2019
18.9,M,3.25,P,0.542,0.435,3.4,R864,L_tree_crow,2019
19,F,2.65,P,0.542,0.435,3.1,R856,L_tree_crow,2019
