day.s,sex,mass_div_100,stage,human_rate_scaled,dog_rate_scaled,lnCort,uid,area,year
21.1,M,5.45,A,0,0,4,R716,coyote_crow,2019
21.1,F,5.65,A,0,0,4.1,R717,coyote_crow,2019
21.1,M,7.4,A,0,0,3.8,R733,coyote_crow,2019
21.1,M,4.4,P,0,0,3.9,R958,coyote_crow,2019
21.1,F,2.7,P,0,0,3.3,R923,coyote_crow,2019
21.2,M,2.85,P,0,0,2.5,R903,coyote_crow,2019
21.2,M,4.95,P,0,0,2,R945,coyote_crow,2019
21.2,M,4.55,P,0,0,2.8,R844,coyote_crow,2019
16.7,F,7.05,A,0,0,3.3,R591,coyote_crow,2020
16.7,F,5.7,A,0,0,2.9,R1008,coyote_crow,2020
16.7,F,8.65,A,0,0,3.6,R745,coyote_crow,2020
16.7,M,7.95,A,0,0,3.3,R742,coyote_crow,2020
16.7,F,7.8,A,0,0,3.1,R597,coyote_crow,2020
18.3,F,3.5,P,0,0,3.2,R1009,coyote_crow,2020
18.3,F,3.2,P,0,0,2.5,R1016_R1261,coyote_crow,2020
19.5,M,8.3,A,0,0,3.7,R643,coyote_crow,2020
19.5,M,4.3,P,0,0,3.1,R1015,coyote_crow,2020
19.5,F,4.2,P,0,0,3,R1070,coyote_crow,2020
19.6,F,3.75,P,0,0,2.9,R1016_R1261,coyote_crow,2020
19.6,F,7.25,A,0,0,3,R597,coyote_crow,2020
20.2,M,4.45,P,0,0,3.2,R1064,coyote_crow,2020
20.2,M,6,A,0,0,3.3,R1062,coyote_crow,2020
20.2,F,6.55,A,0,0,3.3,R507_R573,coyote_crow,2020
20.3,F,7.25,A,0,0,2.5,R597,coyote_crow,2020
20.3,M,6.9,A,0,0,3.3,R1063,coyote_crow,2020
20.9,F,4.15,P,0,0,2.8,R1070,coyote_crow,2020
20.9,F,6.55,A,0,0,4.1,R591,coyote_crow,2020
20.9,M,8.3,A,0,0,3.5,R945,coyote_crow,2020
20.9,F,6.35,A,0,0,4.2,R741_R1232,coyote_crow,2020
20.9,M,5.25,P,0,0,3.7,R984_R1111_L1314,coyote_crow,2020
20.9,F,3.55,P,0,0,2.9,R1016_R1261,coyote_crow,2020
21,F,7.05,A,0,0,3.2,R597,coyote_crow,2020
21,M,4.35,P,0,0,2.7,R1064,coyote_crow,2020
15.9,M,5.06,A,0,0,3.4,R1163,coyote_crow,2021
15.9,M,5.1,A,0,0,3.2,R1107,coyote_crow,2021
15.9,F,3.95,P,0,0,2.2,L1167,coyote_crow,2021
16,M,5.75,A,0,0,3.6,R1097,coyote_crow,2021
16,M,4.1,A,0,0,3.4,R945,coyote_crow,2021
16,F,5.15,A,0,0,3.4,R1080,coyote_crow,2021
16,F,9,A,0,0,3,R696,coyote_crow,2021
16,F,5.7,A,0,0,3.3,R584,coyote_crow,2021
16,M,5.75,A,0,0,3.3,R1145,coyote_crow,2021
17.9,F,5.65,A,0,0,3.4,R1212,coyote_crow,2021
17.9,F,5.7,A,0,0,3,R1213,coyote_crow,2021
17.9,F,4.6,P,0,0,3.2,R1202,coyote_crow,2021
17.9,F,3.15,P,0,0,3,R1166,coyote_crow,2021
17.9,F,7.55,A,0,0,3.3,R597,coyote_crow,2021
18,M,9.35,A,0,0,4.1,R945,coyote_crow,2021
18,M,5.2,A,0,0,3.4,R1088,coyote_crow,2021
18,F,6.2,A,0,0,3.5,R1080,coyote_crow,2021
18,F,7.1,A,0,0,3.3,R867,coyote_crow,2021
18,M,3.9,P,0,0,3.4,R1216,coyote_crow,2021
18,F,5.4,A,0,0,2.4,R1165,coyote_crow,2021
18,F,6.8,A,0,0,3.9,R1102,coyote_crow,2021
18,M,5.85,A,0,0,3.2,R1163,coyote_crow,2021
18.1,F,6.8,A,0,0,3.1,R1069_L1403,coyote_crow,2021
18.1,M,3.05,P,0,0,3.4,R1084,coyote_crow,2021
18.1,M,5.35,P,0,0,2.9,R1173,coyote_crow,2021
20,F,6.65,A,0,0,3.4,R1080,coyote_crow,2021
20,F,7.2,A,0,0,3.7,R1151,coyote_crow,2021
20.1,F,7.15,P,0,0,3,R1089,coyote_crow,2021
20.7,F,6.2,A,0,0,3,R1126,coyote_crow,2021
20.7,F,7.05,A,0,0,3.3,R1208,coyote_crow,2021
20.7,F,7.9,A,0,0,3.6,R597,coyote_crow,2021
20.7,M,5.75,A,0,0,3.1,R1246,coyote_crow,2021
16.4,M,7.55,A,0,0,2.5,R1254,coyote_crow,2023
13.8,F,7.5,A,0.05,0,4,R1136,F_tree_crow,2023
14.2,F,7.3,A,0.05,0,4.7,R1331,F_tree_crow,2023
13.7,F,6.4,A,0.077,0.034,4.9,R150_R751_L230,W_tree_crow,2018
13.7,F,6.7,A,0.077,0.034,4.5,R476_R580,W_tree_crow,2018
14.1,F,3.5,P,0.077,0.034,4.8,R724,W_tree_crow,2018
14.2,F,6.75,A,0.077,0.034,4.3,R476_R580,W_tree_crow,2018
14.3,F,6.7,A,0.077,0.034,4.3,R306,W_tree_crow,2018
15.5,F,7.3,A,0.077,0.034,4.5,R316,W_tree_crow,2018
17,F,9.55,A,0.077,0.034,4.7,R486_R650,W_tree_crow,2018
17,F,3.65,P,0.077,0.034,3.6,R753,W_tree_crow,2018
17.1,F,8.2,A,0.077,0.034,2.9,R476_R580,W_tree_crow,2018
17.1,F,5.95,A,0.077,0.034,2.9,R353,W_tree_crow,2018
19.2,F,7.8,A,0.077,0.034,2.8,R599,W_tree_crow,2018
20.4,M,4.45,P,0.077,0.034,3.7,R730,W_tree_crow,2018
20.4,M,7.1,A,0.077,0.034,3.4,R593,W_tree_crow,2018
20.5,F,7.45,A,0.077,0.034,3.7,R599,W_tree_crow,2018
15.1,M,8.7,A,0.143,0.037,2.7,R1121,log_5_crow,2022
15.1,F,6.45,A,0.143,0.037,3.2,R696,log_5_crow,2022
7.8,F,5.7,A,0.083,0.043,4.3,R316,W_tree_crow,2019
14.2,F,5.25,A,0.083,0.043,4.3,R741_R1232,W_tree_crow,2019
14.2,F,6.05,A,0.083,0.043,4.6,R518_L560,W_tree_crow,2019
14.2,F,6.7,A,0.083,0.043,4.1,R306,W_tree_crow,2019
14.8,F,5.4,A,0.083,0.043,4.5,R476_R580,W_tree_crow,2019
14.8,F,6.4,A,0.083,0.043,4.3,R685_R836,W_tree_crow,2019
15.4,F,6.75,A,0.083,0.043,4.2,R685_R836,W_tree_crow,2019
15.4,M,2.1,P,0.083,0.043,3.8,R849,W_tree_crow,2019
15.5,F,5.75,A,0.083,0.043,4,R584,W_tree_crow,2019
16.8,F,7.15,A,0.083,0.043,4.2,R316,W_tree_crow,2019
16.9,M,2.8,P,0.083,0.043,3.6,R844,W_tree_crow,2019
18.2,F,6.9,A,0.083,0.043,3.7,R685_R836,W_tree_crow,2019
18.2,F,6.45,A,0.083,0.043,4.7,R693,W_tree_crow,2019
18.9,F,6.35,A,0.083,0.043,4,R591,W_tree_crow,2019
18.7,F,9.35,A,0.136,0.048,4.2,R1051,log_5_crow,2021
18.8,M,6.6,A,0.136,0.048,3.9,R1032,log_5_crow,2021
20,M,5.35,A,0.136,0.048,4,R1121,log_5_crow,2021
20,M,6.05,A,0.136,0.048,3.6,R1206,log_5_crow,2021
20.1,F,4.55,A,0.136,0.048,3.6,R1230,log_5_crow,2021
13.8,M,5.8,A,0.1,0.053,3.3,R1328,darkside_crow,2023
13.8,M,7.35,A,0.1,0.053,3.5,R1330,darkside_crow,2023
18.4,M,7.5,A,0.1,0.053,3.3,R1238,darkside_crow,2023
18.4,F,7,A,0.1,0.053,3.8,R1244,darkside_crow,2023
19.9,M,7.8,A,0.1,0.053,3.7,R1238,darkside_crow,2023
15.3,M,8.45,A,0.15,0.053,3.1,R1301,Z_tree_crow,2023
15.3,M,6.45,A,0.15,0.053,4.7,R1222,Z_tree_crow,2023
16.7,F,6.7,A,0.15,0.053,3.5,R1135,Z_tree_crow,2023
18.4,F,6.05,A,0.15,0.053,3.5,R1135,Z_tree_crow,2023
18.4,F,6.45,A,0.15,0.053,3.2,R837_R1118_R1358_L1228_L1326,Z_tree_crow,2023
20,F,1.8,P,0.15,0.053,3.1,R1407,Z_tree_crow,2023
20,F,1.4,P,0.15,0.053,4.4,R1434,Z_tree_crow,2023
20,F,5.7,A,0.15,0.053,3.2,R1327,Z_tree_crow,2023
20,F,1.2,P,0.15,0.053,3.8,R1436,Q_tree_crow,2023
20.1,F,6.15,A,0.15,0.053,3.9,R1135,Z_tree_crow,2023
13.6,M,7.85,A,0.154,0.069,4.8,R605,T_tree_crow,2018
13.6,F,5.35,A,0.154,0.069,5.2,R607,T_tree_crow,2018
13.6,M,8.15,A,0.154,0.069,5.3,R402_R762,T_tree_crow,2018
13.7,F,4.9,A,0.154,0.069,4.1,R623,T_tree_crow,2018
13.7,M,7.5,A,0.154,0.069,4.9,R646,T_tree_crow,2018
13.8,F,6.45,A,0.154,0.069,4.7,R561,R_tree_crow,2018
13.8,F,5.75,A,0.154,0.069,3.9,R695,R_tree_crow,2018
13.8,F,6.1,A,0.154,0.069,5.4,R075_L114_L277,T_tree_crow,2018
14.1,F,1.5,P,0.154,0.069,6.3,R717,T_tree_crow,2018
14.3,F,7.75,A,0.154,0.069,4.4,R486_R650,T_tree_crow,2018
15.5,M,8.6,A,0.154,0.069,5,R646,T_tree_crow,2018
15.5,F,6.85,A,0.154,0.069,4.5,R623,T_tree_crow,2018
15.5,F,7.55,A,0.154,0.069,3.6,R364,T_tree_crow,2018
15.5,F,2.1,P,0.154,0.069,4,R732,R_tree_crow,2018
15.5,M,8.95,A,0.154,0.069,3.2,R572,R_tree_crow,2018
15.5,M,1.95,P,0.154,0.069,4.5,R716,T_tree_crow,2018
15.6,M,2.75,P,0.154,0.069,3.3,R742,R_tree_crow,2018
15.6,F,6.7,A,0.154,0.069,4.8,R296,R_tree_crow,2018
15.6,M,7.65,A,0.154,0.069,3.5,R757,T_tree_crow,2018
15.6,F,2.1,P,0.154,0.069,4.4,R747,R_tree_crow,2018
15.6,F,7.25,A,0.154,0.069,4.5,R607,T_tree_crow,2018
15.6,F,7.75,A,0.154,0.069,3.9,R561,T_tree_crow,2018
15.6,F,3.2,P,0.154,0.069,3.9,R764,R_tree_crow,2018
17,M,9.05,A,0.154,0.069,4.7,R646,T_tree_crow,2018
17,F,7.45,A,0.154,0.069,4.5,R584,T_tree_crow,2018
17,F,2.75,P,0.154,0.069,3.7,R747,T_tree_crow,2018
17,F,6.5,A,0.154,0.069,5.1,R587,R_tree_crow,2018
17,M,2.95,P,0.154,0.069,3.8,R716,T_tree_crow,2018
17,F,5.5,A,0.154,0.069,5.7,R305,T_tree_crow,2018
17.1,F,1.3,P,0.154,0.069,3.7,R749,T_tree_crow,2018
17.1,M,3.6,P,0.154,0.069,2.8,R730,T_tree_crow,2018
17.1,M,4.2,P,0.154,0.069,3.1,R750,T_tree_crow,2018
17.2,M,3.15,P,0.154,0.069,3.2,R786,T_tree_crow,2018
17.2,F,5.6,A,0.154,0.069,4,R798,R_tree_crow,2018
19,F,3.7,P,0.154,0.069,1.9,R717,R_tree_crow,2018
19,F,3.5,P,0.154,0.069,2.1,R732,R_tree_crow,2018
19,F,3.6,P,0.154,0.069,2.8,R747,T_tree_crow,2018
19,F,3.7,P,0.154,0.069,2.1,R777_R889,T_tree_crow,2018
19,F,3.85,P,0.154,0.069,2.1,R739,T_tree_crow,2018
19,F,5.23,A,0.154,0.069,3.9,R523,T_tree_crow,2018
19,F,5.65,A,0.154,0.069,2.9,R587,R_tree_crow,2018
19.1,F,3.45,P,0.154,0.069,1.1,R741_R1232,T_tree_crow,2018
19.1,M,4.4,P,0.154,0.069,2.2,R814,R_tree_crow,2018
19.1,M,7.55,A,0.154,0.069,3,R429,R_tree_crow,2018
19.2,M,6.05,P,0.154,0.069,1.5,R750,R_tree_crow,2018
19.2,F,6.3,A,0.154,0.069,2.5,R285_R615,R_tree_crow,2018
20.4,F,3.7,P,0.154,0.069,4.2,R741_R1232,R_tree_crow,2018
20.5,M,10.5,A,0.154,0.069,3.8,R646,T_tree_crow,2018
20.5,M,7.3,A,0.154,0.069,3.8,R429,R_tree_crow,2018
20.5,F,5.05,A,0.154,0.069,3.6,R654,T_tree_crow,2018
8.7,F,5.2,A,0.308,0.069,5.1,R484,pine_crow,2018
8.7,F,6.1,A,0.308,0.069,5.1,R523,pine_crow,2018
13.6,F,5.35,A,0.308,0.069,4.8,R627_R1334,U_tree_crow,2018
13.7,F,6.95,A,0.308,0.069,4.7,R305,purgatory_crow,2018
13.8,F,6.75,A,0.308,0.069,1.2,R523,purgatory_crow,2018
13.8,M,2.25,P,0.308,0.069,4.6,R730,purgatory_crow,2018
14.1,F,5.85,A,0.308,0.069,5.1,R627_R1334,U_tree_crow,2018
14.2,M,8.2,A,0.308,0.069,4.4,R402_R762,purgatory_crow,2018
14.2,F,6.05,A,0.308,0.069,4.3,R623,purgatory_crow,2018
14.3,F,2.6,P,0.308,0.069,4.1,R744,purgatory_crow,2018
14.3,F,6.7,A,0.308,0.069,4.1,R523,pine_crow,2018
14.3,M,2.55,P,0.308,0.069,2,R730,purgatory_crow,2018
15.5,F,6.35,A,0.308,0.069,4.7,R523,purgatory_crow,2018
15.5,M,8.7,A,0.308,0.069,4.7,R605,purgatory_crow,2018
15.5,F,7.45,A,0.308,0.069,3.7,R561,purgatory_crow,2018
15.6,F,8.85,A,0.308,0.069,4.8,R486_R650,purgatory_crow,2018
15.6,F,2.85,P,0.308,0.069,2.7,R739,purgatory_crow,2018
15.7,M,3,P,0.308,0.069,3.6,R754,purgatory_crow,2018
15.7,F,6.35,A,0.308,0.069,4.4,R437,purgatory_crow,2018
15.7,M,3.5,P,0.308,0.069,4,R769,purgatory_crow,2018
17,F,3,P,0.308,0.069,4.2,R777_R889,purgatory_crow,2018
17,F,7.1,A,0.308,0.069,4.4,R291,purgatory_crow,2018
17,M,7.6,A,0.308,0.069,4.2,R605,pine_crow,2018
17.1,M,4.25,P,0.308,0.069,2.3,R769,pine_crow,2018
17.2,F,8.9,A,0.308,0.069,2.9,R623,purgatory_crow,2018
17.2,F,3.45,P,0.308,0.069,3.5,R739,pine_crow,2018
19,M,6.25,A,0.308,0.069,2.4,R404,purgatory_crow,2018
19,F,6.3,A,0.308,0.069,2,R305,purgatory_crow,2018
19.1,F,6.4,A,0.308,0.069,3.3,R176_L222,purgatory_crow,2018
20.4,F,6.7,A,0.308,0.069,3.9,R305,pine_crow,2018
20.4,F,3.9,P,0.308,0.069,3.8,R747,purgatory_crow,2018
20.5,F,4,P,0.308,0.069,3.6,R739,purgatory_crow,2018
14.2,M,6.45,A,0.125,0.087,4.4,R436,Y_tree_crow,2019
14.9,F,7.2,A,0.125,0.087,4,R693,Y_tree_crow,2019
17,M,7.55,A,0.125,0.087,2.4,R436,sunnyside_crow,2019
18.2,M,2.75,P,0.125,0.087,3.1,R906,Y_tree_crow,2019
18.9,M,3.15,P,0.125,0.087,3.1,R906,sunnyside_crow,2019
15,F,6.35,A,0.208,0.087,4.5,R607,G_tree_crow,2019
13.6,M,6.4,A,0.231,0.103,4.8,R593,Q_tree_crow,2018
13.7,F,6.6,A,0.231,0.103,4.3,R306,Q_tree_crow,2018
13.8,F,6.3,A,0.231,0.103,4.8,R693,Q_tree_crow,2018
14.1,F,7.1,A,0.231,0.103,5,R484,Q_tree_crow,2018
15.5,M,6.65,A,0.231,0.103,4.2,R593,Q_tree_crow,2018
15.5,M,2.85,P,0.231,0.103,3.6,R730,Q_tree_crow,2018
17,M,7.3,A,0.231,0.103,5.2,R593,Q_tree_crow,2018
19,M,6.95,A,0.231,0.103,2.7,R593,Q_tree_crow,2018
19.2,M,3.6,P,0.231,0.103,2.3,R731,Q_tree_crow,2018
13.5,M,7.5,A,0.2,0.105,4.1,R1233,G_tree_crow,2023
13.5,F,8.55,A,0.2,0.105,4,R952,G_tree_crow,2023
15.8,F,8.35,A,0.2,0.105,3.4,R1001,G_tree_crow,2023
15.8,F,7.45,A,0.2,0.105,3.8,R1331,G_tree_crow,2023
15.8,M,7.05,A,0.2,0.105,3.8,R1233,G_tree_crow,2023
16.7,F,6.8,A,0.2,0.105,4.2,R1331,G_tree_crow,2023
18.4,F,6.1,A,0.2,0.105,3.6,R1331,G_tree_crow,2023
18.6,M,7.2,A,0.2,0.105,3.8,R1233,G_tree_crow,2023
13.8,F,8.1,A,0.35,0.105,3.6,R888,D_area_crow,2023
14.2,F,8.15,A,0.35,0.105,4,R888,D_area_crow,2023
15.6,M,7.5,A,0.35,0.105,3.3,R851_L1148,D_area_crow,2023
15.7,M,2.4,P,0.35,0.105,3.5,R1339,D_area_crow,2023
15.7,F,8,A,0.35,0.105,4.1,R1096_R1259,D_area_crow,2023
15.8,F,7.8,A,0.35,0.105,4.3,R1093,D_area_crow,2023
15.8,F,2.05,P,0.35,0.105,3.4,R1360,D_area_crow,2023
16.7,M,8.8,A,0.35,0.105,3.6,R1240,D_area_crow,2023
16.7,M,3.45,P,0.35,0.105,3.4,R1343,D_area_crow,2023
16.7,F,2.7,P,0.35,0.105,3.5,R1355,D_area_crow,2023
16.7,F,2.8,P,0.35,0.105,3.3,R1360,D_area_crow,2023
16.7,F,2.7,P,0.35,0.105,3.4,R1347,D_area_crow,2023
16.7,M,9,A,0.35,0.105,3.5,R1206,D_area_crow,2023
16.7,F,8.2,A,0.35,0.105,4.2,R1096_R1259,D_area_crow,2023
18.4,M,4.3,P,0.35,0.105,3.9,R1353,D_area_crow,2023
18.4,M,3.3,P,0.35,0.105,3.8,R1396,D_area_crow,2023
18.4,F,6.8,A,0.35,0.105,3.6,R627_R1334,D_area_crow,2023
18.4,M,4.55,P,0.35,0.105,3.5,R1339,D_area_crow,2023
19.9,F,7.25,A,0.35,0.105,3.3,R1069_L1403,D_area_crow,2023
19.9,M,7.15,P,0.35,0.105,4,R1346,D_area_crow,2023
20,F,4.9,P,0.35,0.105,4.3,R1360,D_area_crow,2023
14.4,F,6.65,A,0.4,0.105,3.9,R1147_L1194,W_tree_crow,2023
14.4,F,5.45,A,0.4,0.105,3.4,R837_R1118_R1358_L1228_L1326,W_tree_crow,2023
15,M,2.6,P,0.4,0.105,3.8,R1343,W_tree_crow,2023
15.2,F,6.75,A,0.4,0.105,3.4,R1147_L1194,W_tree_crow,2023
15.6,M,6.45,A,0.4,0.105,3.1,R1222,W_tree_crow,2023
15.6,F,6.55,A,0.4,0.105,3.9,R627_R1334,W_tree_crow,2023
15.7,F,6.75,A,0.4,0.105,3.5,R990,W_tree_crow,2023
15.8,M,3,P,0.4,0.105,2.9,R1342,W_tree_crow,2023
16.7,F,7,A,0.4,0.105,3.3,R627_R1334,W_tree_crow,2023
18.4,F,8.7,A,0.4,0.105,3.6,R1181,W_tree_crow,2023
18.4,M,5.1,P,0.4,0.105,3.6,R1343,W_tree_crow,2023
18.4,M,6.9,A,0.4,0.105,3.5,R1222,W_tree_crow,2023
18.6,F,1.35,P,0.4,0.105,3.3,R1407,W_tree_crow,2023
19.9,M,6.3,P,0.4,0.105,3.4,R1342,W_tree_crow,2023
20,M,1.95,P,0.4,0.105,3.4,R1432,W_tree_crow,2023
13.7,M,9.5,A,0.25,0.111,4,R1121,Q_tree_crow,2022
14.6,M,1.4,P,0.25,0.111,3.1,R1272,O_tree_crow,2022
15.1,F,11.1,A,0.25,0.111,3.5,R1212,Q_tree_crow,2022
16.4,F,5.95,A,0.25,0.111,3.3,R1135,Q_tree_crow,2022
16.4,F,6.1,A,0.25,0.111,3.2,R696,Z_tree_crow,2022
16.4,M,1.35,P,0.25,0.111,3.2,R1287,Q_tree_crow,2022
16.5,M,4.6,P,0.25,0.111,3.4,R1239,Z_tree_crow,2022
17.8,M,2.2,P,0.25,0.111,2.9,R1287,Q_tree_crow,2022
17.9,F,6.05,A,0.25,0.111,4,R1135,Z_tree_crow,2022
9.6,F,6.07,A,0.429,0.111,3.7,R910,W_tree_crow,2022
13.7,F,6.45,A,0.429,0.111,3.8,R1078,W_tree_crow,2022
13.7,F,5.87,A,0.429,0.111,3.9,R1135,W_tree_crow,2022
13.7,F,7.55,A,0.429,0.111,3.3,R627_R1334,W_tree_crow,2022
14.6,F,5.5,A,0.429,0.111,3.5,R1135,W_tree_crow,2022
16.4,F,3.85,P,0.429,0.111,3.8,R1237,W_tree_crow,2022
16.4,F,5.2,A,0.429,0.111,3.4,R777_R889,W_tree_crow,2022
16.4,M,6.7,A,0.429,0.111,3.6,R814,W_tree_crow,2022
16.5,F,6.2,A,0.429,0.111,3.5,R990,W_tree_crow,2022
17.8,M,8.8,A,0.429,0.111,4.2,R1123,W_tree_crow,2022
17.8,M,4.95,P,0.429,0.111,2.7,R1275,W_tree_crow,2022
17.9,F,7.85,A,0.429,0.111,3.7,R873,W_tree_crow,2022
19.2,M,5.75,P,0.429,0.111,3.7,R1275,W_tree_crow,2022
7.8,F,6,A,0.167,0.13,4.2,R476_R580,580_crow,2019
7.8,F,6.25,A,0.167,0.13,3.7,R599,580_crow,2019
14.2,F,6.3,A,0.167,0.13,4.4,R478,580_crow,2019
14.9,F,6.55,A,0.167,0.13,4.2,R478,580_crow,2019
15,F,6.7,A,0.167,0.13,3.3,R599,580_crow,2019
15.4,F,5.5,A,0.167,0.13,4.2,R717,580_crow,2019
15.4,F,6.7,A,0.167,0.13,3.3,R599,580_crow,2019
15.5,F,1.05,P,0.167,0.13,3.5,R895,580_crow,2019
15.6,F,6,A,0.167,0.13,3.7,R437,580_crow,2019
15.6,M,6.95,A,0.167,0.13,3.7,R730,580_crow,2019
16.8,F,2.9,P,0.167,0.13,3.6,R835,580_crow,2019
16.8,F,1.7,P,0.167,0.13,3.7,R895,580_crow,2019
16.9,M,8.1,A,0.167,0.13,3.8,R815,580_crow,2019
16.9,M,2.2,P,0.167,0.13,2.1,R906,580_crow,2019
18.2,F,2.05,P,0.167,0.13,3.2,R898,580_crow,2019
18.9,F,3.15,P,0.167,0.13,3,R898,580_crow,2019
19,F,6.75,A,0.167,0.13,3.7,R478,580_crow,2019
19,M,5.05,A,0.167,0.13,3.8,R927,580_crow,2019
14.2,M,7,A,0.208,0.13,4.1,R730,Q_tree_crow,2019
14.8,M,7.3,A,0.208,0.13,3.8,R730,Q_tree_crow,2019
17,F,7.05,A,0.208,0.13,3,R693,Q_tree_crow,2019
18.2,M,7.1,A,0.208,0.13,3.5,R730,Q_tree_crow,2019
8.7,F,6.3,A,0.308,0.138,4.8,R316,cedar_crow,2018
13.6,F,3,P,0.308,0.138,3.3,R718,cedar_crow,2018
13.6,M,8.8,A,0.308,0.138,4.2,R247_R539_L433,cedar_crow,2018
13.7,F,3.35,P,0.308,0.138,3.5,R726,cedar_crow,2018
13.7,M,5.4,P,0.308,0.138,4,R746,cedar_crow,2018
14.1,F,6.45,A,0.308,0.138,5.4,R316,cedar_crow,2018
14.2,M,8.8,A,0.308,0.138,4.2,R247_R539_L433,cedar_crow,2018
15.5,F,7.4,A,0.308,0.138,4.5,R476_R580,cedar_crow,2018
15.5,F,4.18,A,0.308,0.138,3.9,R627_R1334,cedar_crow,2018
15.6,M,8.75,A,0.308,0.138,3.8,R471,cedar_crow,2018
17,F,8.1,A,0.308,0.138,4.4,R316,cedar_crow,2018
17,F,6.8,A,0.308,0.138,4.1,R627_R1334,cedar_crow,2018
17,M,8.8,A,0.308,0.138,5,R471,cedar_crow,2018
17.1,F,4.4,P,0.308,0.138,4.7,R726,cedar_crow,2018
19,F,6.83,A,0.308,0.138,3.9,R627_R1334,cedar_crow,2018
19,F,8.4,A,0.308,0.138,1.7,R316,cedar_crow,2018
19,M,8.55,A,0.308,0.138,2.5,R605,cedar_crow,2018
20.4,F,4.45,P,0.308,0.138,4.3,R753,cedar_crow,2018
20.5,F,3.25,P,0.308,0.138,3.6,R770,cedar_crow,2018
13.6,F,6.8,A,0.385,0.138,4.9,R176_L222,580_crow,2018
13.6,F,3.1,P,0.385,0.138,3.1,R724,580_crow,2018
13.8,F,6,A,0.385,0.138,4.3,R740,X_tree_crow,2018
14.1,F,5.9,A,0.385,0.138,5.4,R599,580_crow,2018
14.1,F,3.5,P,0.385,0.138,4.7,R726,580_crow,2018
14.1,F,5.85,A,0.385,0.138,5.3,R601,580_crow,2018
14.2,F,2.45,P,0.385,0.138,3.7,R758,580_crow,2018
14.3,M,4,P,0.385,0.138,3.8,R746,580_crow,2018
14.3,F,5.45,A,0.385,0.138,4.5,R437,580_crow,2018
14.3,M,7,A,0.385,0.138,4.6,R759,580_crow,2018
15.5,F,6.2,A,0.385,0.138,5.1,R291,580_crow,2018
15.5,F,6.85,A,0.385,0.138,5,R176_L222,580_crow,2018
15.5,F,7,A,0.385,0.138,4.5,R075_L114_L277,580_crow,2018
15.5,F,6.15,A,0.385,0.138,3.9,R599,580_crow,2018
15.5,F,4.1,P,0.385,0.138,4.1,R726,580_crow,2018
15.6,F,7.1,A,0.385,0.138,4,R478,580_crow,2018
15.6,F,4.25,P,0.385,0.138,4,R724,580_crow,2018
15.7,F,2.9,P,0.385,0.138,4.3,R772,580_crow,2018
15.7,M,3.4,P,0.385,0.138,3,R776,580_crow,2018
15.7,F,6.9,A,0.385,0.138,4.2,R685_R836,580_crow,2018
15.7,F,5.75,A,0.385,0.138,5.1,R601,580_crow,2018
17,F,6.8,A,0.385,0.138,4.3,R693,580_crow,2018
17,F,4.7,P,0.385,0.138,3.8,R724,580_crow,2018
17,F,7,A,0.385,0.138,4,R685_R836,580_crow,2018
17.1,F,7.9,A,0.385,0.138,1.8,R680,580_crow,2018
17.1,F,8,A,0.385,0.138,2.6,R478,580_crow,2018
17.2,M,1.45,P,0.385,0.138,2.7,R789,580_crow,2018
19,F,8.6,A,0.385,0.138,2.6,R476_R580,580_crow,2018
19.1,M,6.5,A,0.385,0.138,2,R759,580_crow,2018
19.2,M,2.25,P,0.385,0.138,1.9,R789,580_crow,2018
20.4,F,8.4,A,0.385,0.138,3.7,R685_R836,580_crow,2018
20.5,F,7.35,A,0.385,0.138,3.3,R601,580_crow,2018
20.5,M,7.35,A,0.385,0.138,3.5,R759,580_crow,2018
13.5,F,6.75,A,0.25,0.158,2.9,R990,580_crow,2023
13.5,F,5.75,A,0.25,0.158,3.1,R837_R1118_R1358_L1228_L1326,580_crow,2023
13.5,F,6.9,A,0.25,0.158,3.5,R1327,580_crow,2023
15.2,M,6.75,A,0.25,0.158,3.4,R1123,580_crow,2023
15.2,F,6.25,A,0.25,0.158,3.5,R1135,X_tree_crow,2023
15.2,M,6.8,A,0.25,0.158,3.4,R1345,580_crow,2023
15.6,F,6.1,A,0.25,0.158,3.3,R1135,580_crow,2023
15.7,F,5.45,A,0.25,0.158,3.1,R837_R1118_R1358_L1228_L1326,580_crow,2023
16.7,F,6.2,A,0.25,0.158,4.2,R777_R889,580_crow,2023
16.7,M,6.6,A,0.25,0.158,3.6,R1222,580_crow,2023
18.6,M,1.15,P,0.25,0.158,2.9,R1405,580_crow,2023
19.9,F,6.8,A,0.25,0.158,3.4,R627_R1334,580_crow,2023
19.9,M,8.75,A,0.25,0.158,3.8,R1123,580_crow,2023
19.9,F,8,A,0.25,0.158,3.5,R990,580_crow,2023
19.9,M,7.2,A,0.25,0.158,3.8,R1345,580_crow,2023
13.7,F,5.45,A,0.3,0.158,3,R777_R889,sunnyside_crow,2023
13.7,F,6.15,A,0.3,0.158,3.4,R1135,Y_tree_crow,2023
15.2,M,7,A,0.3,0.158,4.1,R1344,sunnyside_crow,2023
15.2,F,6,A,0.3,0.158,2.8,R777_R889,sunnyside_crow,2023
15.8,M,9.05,A,0.3,0.158,3.7,R1301,Y_tree_crow,2023
15.8,F,7.25,A,0.3,0.158,3.5,R1244,sunnyside_crow,2023
15.9,F,7.15,A,0.3,0.158,3.1,R1364,sunnyside_crow,2023
