day.s,site,stage,sex,mass_div_100,year,area,uid,lnCort
19.9,1,P,M,2.3,2023,L_tree_crow,R1393,4.24
20.1,1,P,F,2.6,2023,A_area_crow,R1394,4.1
18.4,1,P,M,3.3,2023,D_area_crow,R1396,3.78
19.9,1,P,M,4.35,2023,B_area_crow,R1396,3.63
18.4,1,P,F,1.8,2023,cheerio_tree_crow,R1397,3.25
18.4,1,P,F,1.8,2023,cheerio_tree_crow,R1398_L1477,3.25
20,1,P,F,2.3,2023,A_area_crow,R1398_L1477,5.79
16.9,0,A,F,6.95,2024,bush_paradise,R1398_L1477,4.000180392
18.4,1,P,F,1.7,2023,cheerio_tree_crow,R1399,3.48
20.3,1,A,F,3.7,2013,sunnyside_crow,R140,5.97
14.9,1,A,F,7.3,2014,log_4_crow,R140,4.19
16.1,1,A,F,7.45,2016,Q_tree_crow,R140,3.79
20,1,P,F,3.15,2023,cheerio_tree_crow,R1401,3.82
19.9,1,P,F,1.9,2023,cheerio_tree_crow,R1402,2.66
18.6,1,P,F,2.7,2023,B_area_crow,R1404,3.29
18.6,1,P,M,1.15,2023,580_crow,R1405,2.91
18.6,1,P,F,1.35,2023,W_tree_crow,R1407,3.27
20,1,P,F,1.8,2023,Z_tree_crow,R1407,3.11
19.9,1,A,F,6.5,2024,W_tree_crow,R1407,3.908135459
19.1,0,P,M,2.3,2023,D_paradise,R1410,3.26
19.1,0,P,M,2.3,2023,snake_tree_paradise,R1411,3.33
19.1,0,P,F,1.85,2023,playground_paradise,R1412,2.88
19.1,0,A,F,6.25,2024,U_paradise,R1412,3.205146119
19.1,0,P,M,2.45,2023,N_paradise,R1413,3.42
19.1,0,P,F,2.85,2023,X_paradise,R1414,3.63
19.1,0,P,M,2.1,2023,river_paradise,R1415,3.51
19.2,0,P,M,2.65,2023,E_paradise,R1416,2.85
19.2,0,P,M,2.45,2023,culvert_paradise,R1417,3.45
19.2,0,P,M,2.65,2023,C_paradise,R1419,3.31
19.2,0,A,F,6.1,2023,C_paradise,R1420,3.42
19.2,0,P,F,2,2023,D_paradise,R1421,3.46
19.2,0,P,M,2.6,2023,G_paradise,R1422,3.76
19.2,0,P,M,2.25,2023,snake_tree_paradise,R1423,3.08
19.2,0,P,M,2.05,2023,snake_tree_paradise,R1424,3.77
19.2,0,P,F,3.13,2023,C_paradise,R1425,3.65
19.2,0,P,F,2.5,2023,D_paradise,R1426,3.09
17,0,A,F,5.6,2024,fortress_paradise,R1426,4.090269604
19.3,0,P,F,2.15,2023,F_paradise,R1427,3.46
19.3,0,A,M,7.1,2023,N_paradise,R1428,3.86
20.3,1,A,F,4.05,2013,log_2_crow,R143_L185,5.68
14.8,1,A,F,7.2,2014,log_1_crow,R143_L185,4.23
15.4,1,A,F,7.3,2014,log_2_crow,R143_L185,5.22
17.4,1,A,F,7.6,2014,log_1_crow,R143_L185,5.3
17.4,1,A,F,6.15,2015,log_1_crow,R143_L185,5.02
20.3,1,A,F,6.5,2015,creek_crow,R143_L185,5.15
19.3,0,P,M,2.5,2023,C_paradise,R1430,3.05
19.9,1,P,F,1.25,2023,pine_crow,R1431,2.93
20,1,P,M,1.95,2023,W_tree_crow,R1432,3.39
20,1,P,F,2.95,2023,B_area_crow,R1433,4.03
20,1,P,F,1.4,2023,Z_tree_crow,R1434,4.43
20,1,P,F,1.2,2023,Q_tree_crow,R1436,3.81
20,1,P,M,2.6,2023,C_tree_crow,R1438,3.52
20,1,P,M,3,2023,B_area_crow,R1439,3.88
20.4,1,A,F,6,2013,580_crow,R144,5.65
20,1,P,F,2,2023,A_area_crow,R1440,4.23
20.1,1,P,M,4.05,2023,log_1_crow,R1441,4.73
15.6,1,A,M,6.95,2024,front_gate,R1441,3.620081204
16.2,1,A,M,7,2024,A_area_crow,R1441,4.084832802
17.6,1,A,M,6.9,2024,cheerio_tree_Crow,R1441,4.317843587
20.1,1,P,F,3.1,2023,log_1_crow,R1442,3.42
16.4,1,A,F,6,2024,log_3_crow,R1442,3.806129014
17.6,1,A,F,5.2,2024,log_1_crow,R1442,3.617383452
19.9,1,A,F,4.95,2024,log_1_crow,R1442,4.211949804
20.1,1,P,F,2.75,2023,B_area_crow,R1443,3.68
15.1,1,A,M,6.65,2024,log_3_crow,R1444,2.410723417
16.3,1,A,M,7.2,2024,S_tree_crow,R1444,3.385068
17.6,1,A,M,7.2,2024,S_tree_crow,R1444,3.660531419
20,1,A,M,6.9,2024,L_tree_crow,R1444,3.903520673
15.1,1,P,M,4.05,2024,B_area_crow,R1445,3.317453388
15.5,1,P,M,4.3,2024,S_tree_crow,R1445,3.419793046
15.5,1,P,F,3.55,2024,B_area_crow,R1446,2.904712875
17.7,1,P,F,4.95,2024,R_tree_crow,R1446,3.270253116
19.9,1,P,F,5.3,2024,Pine_crow,R1446,3.877679977
15.5,1,A,F,6.6,2024,moon_crow,R1447,3.932766367
16.2,1,A,F,7.3,2024,moon_crow,R1447,3.548179572
19.3,0,A,M,7.8,2023,snake_tree_paradise,R1449,2.98
19.2,0,P,M,3,2023,C_paradise,R1450,3.59
15.6,1,P,M,1.65,2024,W_tree_crow,R1451,2.451177497
16.2,1,P,M,1.95,2024,cedar_crow,R1451,3.120873184
16.2,1,P,F,1.75,2024,580_crow,R1452,2.845185512
17.6,1,P,F,2.15,2024,580_crow,R1452,3.456937093
19.9,1,P,F,2.8,2024,P_tree_crow,R1452,3.517201057
15.6,1,A,F,6.8,2024,M_tree_crow,R1453,2.95115323
16.2,1,A,F,7.3,2024,T_tree_crow,R1453,3.192440847
17.6,1,A,F,7.6,2024,T_tree_crow,R1453,4.025137382
15.7,1,P,F,1.5,2024,W_tree_crow,R1454,3.810108391
16.2,1,P,F,1.7,2024,P_tree_crow,R1454,2.995432229
17.6,1,P,F,2.3,2024,580_crow,R1454,3.763337365
15.7,1,P,F,2,2024,log_2_crow,R1455,3.961650914
17.6,1,P,F,1.75,2024,R_tree_crow,R1455,3.332847161
15.7,1,A,M,7.9,2024,darkside,R1456,3.854936108
15.7,1,P,M,1.95,2024,W_tree_crow,R1457,2.844444159
16.2,1,P,M,1.95,2024,W_tree_crow,R1457,2.759150337
17.6,1,P,M,2.8,2024,cedar_crow,R1457,3.8019849
15.7,1,A,M,8.4,2024,darkside,R1458,3.59807909
19.9,1,A,M,7.95,2024,darkside,R1458,3.634504351
15.7,1,A,M,7.2,2024,D_area_crow,R1460,3.163870386
19.9,1,A,M,7,2024,log_3_crow,R1460,3.880243311
15.7,1,A,M,8.9,2024,moon_crow,R1461,3.375537635
16.2,1,P,F,4,2024,580_crow,R1462,3.17114639
16.2,1,P,F,2,2024,P_tree_crow,R1464,3.105841496
17.6,1,P,F,2.5,2024,P_tree_crow,R1464,3.873157429
19.9,1,P,F,3.2,2024,moon_crow,R1464,3.146993067
16.2,1,A,F,7.1,2024,Z_tree_crow,R1465,4.196329387
16.2,1,A,M,8.5,2024,log_2_crow,R1466,3.446276714
16.3,1,P,F,3.85,2024,cedar_crow,R1467,3.283764285
16.3,1,P,F,3.15,2024,sunnyside_crow,R1468,3.976761507
16.3,1,A,F,6,2024,log_2_crow,R1469,4.342999903
14.9,1,A,M,5.5,2014,log_4_crow,R147_L201,4.46
15.4,1,A,M,5.7,2014,log_4_crow,R147_L201,4.52
17.6,1,A,M,6.3,2014,sunnyside_crow,R147_L201,5.49
16.3,1,A,F,7.6,2024,log_1_crow,R1470,4.986779664
17.7,1,A,F,7.45,2024,T_tree_crow,R1470,3.531113915
16.4,1,A,F,7,2024,A_area_crow,R1471,5.069017403
16.4,1,A,F,5.8,2024,cedar_crow,R1473,5.022537514
16.4,1,A,F,6.2,2024,oak_crow,R1474,4.188836225
17,0,P,F,1.85,2024,playground_paradise,R1475,3.955312354
19.1,0,P,F,2.5,2024,playground_paradise,R1475,2.648724735
19.7,0,P,F,2.55,2024,X_paradise,R1475,3.232178029
16.9,0,P,M,3.15,2024,river_paradise,R1476,3.673715054
16.9,0,P,F,2.05,2024,monterey_bay_paradise,R1478,3.044340199
17,0,P,M,2.6,2024,D_paradise,R1480,3.463608642
17,0,P,F,2.2,2024,river_paradise,R1482,3.110131814
17,0,P,M,2.3,2024,river_paradise,R1483,4.230418553
17,0,P,M,2.85,2024,N_paradise,R1484,3.698285082
17,0,P,F,2.85,2024,U_paradise,R1485,4.51281364
19,0,P,F,3.55,2024,X_paradise,R1485,3.501404642
17.2,0,A,M,6.65,2024,snake_tree_paradise,R1486,4.102015069
19.1,0,A,M,7.65,2024,lower_runway_paradise,R1486,3.007449918
19.7,0,A,M,6.2,2024,culvert_paradise,R1486,3.274634055
17.2,0,P,F,2.65,2024,bodega_bay_paradise,R1487,3.922408885
17.2,0,P,F,1.8,2024,river_paradise,R1488,2.92616781
19,0,P,F,2,2024,river_paradise,R1489,3.118126882
19.7,0,P,F,2.3,2024,U_paradise,R1489,2.338338263
14.8,1,A,M,6.1,2014,U_tree_crow,R149_L294,4.15
15.3,1,A,M,7.45,2014,T_tree_crow,R149_L294,4.48
17.3,1,A,M,7.4,2015,oak_crow,R149_L294,4.21
17.4,1,A,M,7.2,2015,Q_tree_crow,R149_L294,4.38
18.9,1,A,M,7.4,2015,Q_tree_crow,R149_L294,4.92
20.1,1,A,M,7.75,2015,Q_tree_crow,R149_L294,4.5
17.2,0,A,M,7,2024,bush_paradise,R1490,2.943491162
19.1,0,A,M,6.65,2024,bush_paradise,R1490,2.505362658
17.2,0,P,M,2.9,2024,bush_paradise,R1491,3.448208186
19.1,0,P,M,4.55,2024,H_paradise,R1491,2.994631668
17.6,1,P,F,3.85,2024,B_area_crow,R1492,3.723618988
17.6,1,A,F,7.9,2024,darkside,R1493,4.025601659
17.6,1,P,M,2.05,2024,W_tree_crow,R1494,3.385474421
19.9,1,P,M,3.1,2024,W_tree_crow,R1494,3.808430997
17.6,1,P,M,3.7,2024,log_1_crow,R1496,3.194673384
17.6,1,P,M,2.8,2024,cedar_crow,R1497,3.978409817
17.6,1,P,F,2.65,2024,cedar_crow,R1498,3.719796557
17.6,1,P,F,3,2024,cedar_crow,R1499,3.979681654
14.8,1,A,F,4.3,2014,Y_tree_crow,R150_R751_L230,4.21
15.4,1,A,F,4.9,2014,580_crow,R150_R751_L230,4.82
17.5,1,A,F,5.3,2014,580_crow,R150_R751_L230,5.05
19,1,A,F,7.8,2015,creek_crow,R150_R751_L230,5.45
17.3,1,A,F,8.8,2016,X_tree_crow,R150_R751_L230,3.88
13.6,1,A,F,7.5,2017,580_crow,R150_R751_L230,3.81
15.1,1,A,F,8.5,2017,cedar_crow,R150_R751_L230,4.13
15.7,1,A,F,8.35,2017,P_tree_crow,R150_R751_L230,4.16
19.8,1,A,F,7.7,2017,W_tree_crow,R150_R751_L230,4.25
13.7,1,A,F,6.4,2018,W_tree_crow,R150_R751_L230,4.85
7.8,1,A,F,7.95,2019,cedar_crow,R150_R751_L230,3.55
14.2,1,A,F,7.65,2019,A_area_crow,R150_R751_L230,4.14
14.9,1,A,F,7.9,2019,D_area_crow,R150_R751_L230,3.89
16.9,1,A,F,7.55,2019,T_tree_crow,R150_R751_L230,3.97
19.7,1,A,F,6.35,2019,cedar_crow,R150_R751_L230,3.4
15.7,1,A,F,6.8,2020,purgatory_crow,R150_R751_L230,3.11
16.2,1,A,F,7.2,2020,580_crow,R150_R751_L230,3.72
17.4,1,A,F,7.1,2020,580_crow,R150_R751_L230,4.18
18.8,1,A,F,6.9,2020,580_crow,R150_R751_L230,3.61
20.2,1,A,F,6.85,2020,cedar_crow,R150_R751_L230,3.87
17.6,1,P,F,2.25,2024,N_tree_crow,R1500,3.78641443
17.6,1,P,M,1.5,2024,I_tree_crow,R1501,4.00116877
17.7,1,P,M,2.9,2024,A_area_crow,R1502,3.429071918
17.7,1,P,F,1.65,2024,E_tree_crow,R1503,3.649722739
19.9,1,P,F,2.75,2024,sunnyside_crow,R1503,3.280935551
19.9,1,P,M,2.95,2024,E_tree_crow,R1504,3.427058269
17.7,1,A,M,4.15,2024,log_2_crow,R1505,4.050183666
17.7,1,P,M,3,2024,V_tree_crow,R1506,3.937456807
17.7,1,P,F,2.8,2024,580_crow,R1507,3.230567213
17.7,1,P,M,1.45,2024,cheerio_tree_Crow,R1508,4.071314733
19.9,1,P,M,2.3,2024,T_tree_crow,R1508,3.039479387
17.7,1,P,F,3.1,2024,E_tree_crow,R1509,3.117861407
16.7,0,P,M,4.3,2014,beach_paradise,R151,4.1
17.7,1,A,F,8.1,2024,moon_crow,R1510,3.360514266
17.7,1,P,M,3.65,2024,sunnyside_crow,R1511,3.48222422
17.7,1,P,M,3.3,2024,log_1_crow,R1512,3.472214869
17.8,1,P,F,3.95,2024,U_tree_crow,R1513,3.715667431
19.9,1,P,F,3.9,2024,Pine_crow,R1513,4.148923236
17.8,1,P,M,2.55,2024,oak_crow,R1514,3.929745038
17.8,1,P,F,1.35,2024,A_area_crow,R1515,3.828380493
17.8,1,P,M,3.3,2024,W_tree_crow,R1516,3.195893748
17.8,1,P,F,2.75,2024,oak_crow,R1518,3.123509643
17.8,1,A,M,7.25,2024,sunnyside_crow,R1519,3.702190468
15.3,1,A,F,4.7,2014,log_2_crow,R152_L246,4.42
17.8,1,P,F,1.75,2024,E_tree_crow,R1520,4.022955966
19,0,P,M,4.05,2024,F_paradise,R1521,3.531230998
19,0,A,M,7.35,2024,U_paradise,R1522,3.394575505
19,0,A,M,8.45,2024,bush_paradise,R1523,3.935387908
19.1,0,P,F,1.55,2024,river_paradise,R1524,3.360722549
19.1,0,P,M,3.1,2024,fortress_paradise,R1526,3.488353193
19.7,0,P,M,3,2024,fortress_paradise,R1526,3.764079687
19.7,0,A,M,9.2,2024,N_paradise,R1527,2.761561671
19.7,0,P,F,2.7,2024,F_paradise,R1528,3.127900237
19.7,0,P,M,3.8,2024,D_paradise,R1529,3.617344655
17,0,A,M,6.15,2014,theater_paradise,R153_L217,4.78
19.4,0,A,M,7.55,2015,backstage_paradise,R153_L217,3.88
18.9,0,A,M,6.9,2016,theater_paradise,R153_L217,3.11
19.7,0,P,F,3.3,2024,N_paradise,R1530,3.256075916
19.7,0,P,M,4.25,2024,N_paradise,R1531,3.145490013
19.8,0,A,M,7.05,2024,upper_runway_paradise,R1533,2.762412116
19.8,0,A,M,4.95,2024,monterey_bay_paradise,R1535,2.7631695
19.8,0,P,F,3.15,2024,bush_paradise,R1536,3.316316025
19.8,0,P,F,2.7,2024,snake_tree_paradise,R1537,3.003502011
19.8,0,P,F,1.7,2024,bush_paradise,R1538,4.323231588
19.8,0,P,F,3.55,2024,U_paradise,R1539,2.075182485
17,0,A,F,7.35,2014,beach_paradise,R154,5.21
19.9,1,P,M,5.2,2024,B_area_crow,R1540,4.396778239
19.9,1,P,M,1.75,2024,J_tree_crow,R1541,2.968463846
19.9,1,P,F,1.55,2024,log_1_crow,R1543,3.469260665
19.9,1,P,M,3.6,2024,cedar_crow,R1544,3.018063637
19.9,1,P,F,3.65,2024,cedar_crow,R1545,3.013280083
20,1,A,F,7.55,2024,oak_crow,R1546,3.158015312
20,1,P,M,3.05,2024,log_1_crow,R1547,3.111951087
20,1,P,M,3.9,2024,S_tree_crow,R1548,4.175450332
20,1,P,M,4.3,2024,H_tree_crow,R1549,3.980961799
16.4,0,A,F,8.5,2014,F_paradise,R155_L333,4.04
15.2,0,A,F,7.3,2015,runway_paradise,R155_L333,4.28
19.3,0,A,F,7.65,2017,F_paradise,R155_L333,2.93
20.5,0,A,F,7.9,2017,E_paradise,R155_L333,3.24
16.3,0,A,F,7.15,2014,fortress_paradise,R156_L233,4.47
16.8,0,A,F,7.25,2014,fortress_paradise,R156_L233,4.63
16.9,0,A,M,5.15,2014,theater_paradise,R157_L220,3.83
16.7,0,A,M,5.6,2014,mojave_paradise,R159_L399,4.35
18,0,A,M,7.15,2015,H_paradise,R159_L399,4.89
19.6,0,A,M,6.75,2015,V_paradise,R159_L399,4.42
18.8,0,A,M,6.25,2016,popcorn_stand_paradise,R159_L399,3.32
20.3,0,A,M,6.3,2016,popcorn_stand_paradise,R159_L399,3.37
16.3,0,A,M,5.95,2014,culvert_paradise,R160,4.14
14.8,1,A,F,7.05,2014,cedar_crow,R161_L132,3.7
17.4,1,A,F,7.05,2014,cedar_crow,R161_L132,4.93
14.1,1,A,F,5.9,2015,cedar_crow,R161_L132,5.05
17.3,1,A,F,7.7,2015,P_tree_crow,R161_L132,4.75
16.4,0,A,F,6.45,2014,fortress_paradise,R162,4.02
15.3,0,A,F,8.1,2015,mills_hall_paradise,R162,4.23
17,0,A,F,5.4,2014,tea_shop_paradise,R163,4.64
16.8,0,A,M,6.35,2014,bottom_of_hill_paradise,R165_L250,4.41
18.9,0,A,M,8.4,2016,F_paradise,R165_L250,4.08
16.9,0,P,M,2.85,2014,theater_paradise,R166_L270,4.47
18.8,0,P,M,3.55,2014,F_paradise,R166_L270,5.71
16.9,0,A,M,5.55,2014,N_paradise,R167_R492_R651_L269,4.72
15.2,0,A,M,8.6,2015,playground_paradise,R167_R492_R651_L269,4.38
18.3,0,A,M,9.2,2015,P_paradise,R167_R492_R651_L269,4.24
16.6,0,A,M,8.55,2016,W_paradise,R167_R492_R651_L269,1.8
20.4,0,A,M,8.95,2016,U_paradise,R167_R492_R651_L269,1.72
19.3,0,A,M,7.65,2017,W_paradise,R167_R492_R651_L269,3.34
15.1,0,A,M,10.1,2018,N_paradise,R167_R492_R651_L269,2.59
16.8,0,A,F,4.7,2014,bottom_of_hill_paradise,R170,4.54
16.8,0,A,F,7,2014,fortress_paradise,R171,4.56
16.8,0,A,F,8.15,2014,snake_tree_paradise,R172_L174,4.72
18,0,A,F,6.35,2015,popcorn_stand_paradise,R172_L174,4.85
19.4,0,A,F,5.95,2015,popcorn_stand_paradise,R172_L174,4.37
16.7,0,A,F,9.25,2014,beach_paradise,R173,4.63
15.3,1,A,F,7.65,2014,T_tree_crow,R176_L222,4.17
17.4,1,A,F,8.05,2014,S_tree_crow,R176_L222,5.71
14,1,A,F,7.15,2015,T_tree_crow,R176_L222,4.62
18.8,1,A,F,8.6,2015,log_3_crow,R176_L222,4.82
20.3,1,A,F,9.1,2015,trash_trio_crow,R176_L222,4.87
15.3,1,A,F,8.8,2016,T_tree_crow,R176_L222,4.17
16,1,A,F,6.7,2016,oak_crow,R176_L222,4.3
16.6,1,A,F,6.95,2016,creek_crow,R176_L222,4.53
17.4,1,A,F,7.3,2016,L_tree_crow,R176_L222,4.5
19.4,1,A,F,7.9,2016,log_1_crow,R176_L222,4.38
20.4,1,A,F,8.2,2016,creek_crow,R176_L222,3.86
9.5,1,A,F,7.3,2017,T_tree_crow,R176_L222,4.05
13.6,1,A,F,6.85,2017,T_tree_crow,R176_L222,3.97
14.3,1,A,F,6.9,2017,T_tree_crow,R176_L222,4.04
15.6,1,A,F,6.7,2017,J_tree_crow,R176_L222,3.42
17.7,1,A,F,6.6,2017,580_crow,R176_L222,3.85
20,1,A,F,7.1,2017,J_tree_crow,R176_L222,4.6
20.7,1,A,F,7.2,2017,creek_crow,R176_L222,3.47
13.6,1,A,F,6.8,2018,580_crow,R176_L222,4.91
14.2,1,A,F,6.75,2018,J_tree_crow,R176_L222,4.44
15.5,1,A,F,6.85,2018,580_crow,R176_L222,5
19.1,1,A,F,6.4,2018,purgatory_crow,R176_L222,3.29
16.8,0,A,F,5,2014,lennon_paradise,R177,4.05
16.4,0,A,M,7,2014,culvert_paradise,R178_L243,4.25
16.3,0,P,F,2.65,2014,P_paradise,R179_L209,3.89
16.8,0,P,F,2.9,2014,lennon_paradise,R179_L209,4.23
18.8,0,P,F,3.3,2014,V_paradise,R179_L209,6.17
15.3,1,A,M,5.25,2014,W_tree_crow,R180,4.17
16.4,0,A,F,7.95,2014,L_paradise,R181,4.43
15.3,0,A,F,7.2,2015,V_paradise,R181,4.81
16.8,0,A,F,7.4,2015,P_paradise,R181,5.04
18,0,A,F,7.05,2015,playground_paradise,R181,4.42
16.6,0,A,F,6.2,2016,U_paradise,R181,4.24
18.8,0,A,F,5.95,2016,playground_paradise,R181,3.65
16.7,0,P,M,2.65,2014,bronx_paradise,R182_L232,4.83
18.8,0,P,M,3.65,2014,culvert_paradise,R182_L232,5.34
16.7,0,A,F,8.5,2014,beach_paradise,R183,4.29
17,0,A,F,5.7,2015,beach_paradise,R183,4.66
16.3,0,A,F,5.55,2014,F_paradise,R184_L194,4.29
16.6,0,A,F,6.5,2016,river_paradise,R184_L194,3.53
16.8,0,A,F,6.3,2014,beach_paradise,R187,4.51
16.7,0,A,M,3.65,2014,bronx_paradise,R188,4.78
16.7,0,P,F,3.9,2014,fortress_paradise,R189,4.37
15.4,1,A,M,6.75,2014,T_tree_crow,R191_L228,4.75
16.7,0,A,M,6.9,2014,theater_paradise,R192,4.42
16.7,0,P,F,3.15,2014,ramen_paradise,R193_L248,4.64
16.8,0,A,F,8.4,2015,G_paradise,R193_L248,4.34
18,0,A,F,8.45,2015,F_paradise,R193_L248,4.62
19.1,0,A,F,6.55,2017,river_paradise,R193_L248,3.63
20.6,0,A,F,5.7,2017,river_paradise,R193_L248,4.63
15.3,1,A,F,7.4,2014,log_1_crow,R198_R284_L241,4.61
16.4,0,A,F,7.75,2014,culvert_paradise,R198_R284_L241,3.41
16.9,1,A,F,6.25,2015,creek_crow,R198_R284_L241,4.39
18,1,A,F,6.25,2015,creek_crow,R198_R284_L241,4.95
19.4,1,A,F,6.15,2015,creek_crow,R198_R284_L241,4.29
16.3,0,A,F,6.55,2014,culvert_paradise,R199_R332_L169,3.98
15.2,0,A,F,6.15,2015,F_paradise,R199_R332_L169,4.78
16.9,0,A,F,6.45,2015,runway_paradise,R199_R332_L169,4.79
18.3,0,A,F,6.15,2015,T_paradise,R199_R332_L169,5.02
19.6,0,A,F,6.3,2015,lower_runway_paradise,R199_R332_L169,4.81
16.4,0,A,M,8.65,2014,F_paradise,R200,4.45
17.5,1,A,M,7.7,2014,log_4_crow,R202_L215,4.84
17.6,1,A,M,6,2014,donkey_crow,R204,4.93
17.5,1,A,M,5.3,2014,log_1_crow,R205_R340_L295,5.46
15.3,1,A,M,5,2014,cedar_crow,R207_L279,4.22
17.4,1,A,M,4.6,2014,oak_crow,R207_L279,4.52
14.6,1,A,M,6.3,2015,oak_crow,R207_L279,4.92
17.4,1,A,M,6.45,2015,L_tree_crow,R207_L279,4.47
20.1,1,A,M,6.15,2015,B_area_crow,R207_L279,5.38
16.1,1,A,M,7.25,2016,B_area_crow,R207_L279,3.8
19.5,1,A,M,6.9,2016,B_area_crow,R207_L279,3.8
14.8,1,A,F,7.55,2014,R_tree_crow,R210_L136,3.89
17.4,1,A,F,7.65,2014,R_tree_crow,R210_L136,5.31
17.5,1,A,M,5.7,2014,log_1_crow,R211_L203,4.96
17.6,1,A,F,4.4,2014,oak_crow,R213_L226,4.8
18.9,1,A,F,6,2015,cedar_crow,R213_L226,5.1
20.2,1,A,F,6.05,2015,oak_crow,R213_L226,5
16.1,1,A,F,6.05,2016,U_tree_crow,R213_L226,3.46
16.7,1,A,F,5.35,2016,creek_crow,R213_L226,4.54
13.6,1,A,F,6.75,2017,oak_crow,R213_L226,3.55
14.5,1,A,F,7.25,2017,cedar_crow,R213_L226,3.57
15.6,1,A,F,6.15,2017,cedar_crow,R213_L226,4.1
17.7,1,A,F,5.6,2017,cedar_crow,R213_L226,4.29
17.5,1,P,F,3.2,2014,B_area_crow,R216_L214,5.3
17.6,1,A,M,8.05,2014,sunnyside_crow,R221,5.09
17.5,1,A,F,4.3,2014,cedar_crow,R224_L242,5.11
17.6,1,P,M,3.75,2014,B_area_crow,R225_R322_L218,5.83
14,1,A,M,8.2,2015,D_tree_crow,R225_R322_L218,4.49
16.9,1,A,M,9.1,2015,creek_crow,R225_R322_L218,5.01
18.9,1,A,M,9.7,2015,D_area_crow,R225_R322_L218,5.09
20.3,1,A,M,10.05,2015,D_area_crow,R225_R322_L218,4.57
14.1,1,A,M,7.45,2015,log_3_crow,R231,4.91
17.3,1,A,M,7.8,2015,log_1_crow,R231,4.53
19,1,A,M,7.8,2015,log_3_crow,R231,5.17
17.5,0,A,M,4.05,2019,culvert_paradise,R237_R905_L249,4.16
14.1,1,P,M,1.9,2015,580_crow,R239,4.41
18.7,1,P,M,4.4,2015,580_crow,R239,4.53
16.8,0,A,F,7.15,2015,N_paradise,R240_L283,4.44
16.9,0,A,F,6.05,2015,N_paradise,R240_L283,4.55
19.6,0,A,F,6.55,2015,Q_paradise,R240_L283,4.26
16.6,0,A,F,4.85,2016,U_paradise,R240_L283,3.9
17.3,1,P,M,3.95,2015,log_1_crow,R247_R539_L433,4.64
20.1,1,P,M,5.1,2015,580_crow,R247_R539_L433,4.28
15.3,1,A,M,8.45,2016,oak_crow,R247_R539_L433,4.37
16,1,A,M,8.55,2016,oak_crow,R247_R539_L433,4.39
17.5,1,A,M,8.85,2016,cedar_crow,R247_R539_L433,3.78
19.5,1,A,M,8.8,2016,cedar_crow,R247_R539_L433,4.04
13.6,1,A,M,7.95,2017,580_crow,R247_R539_L433,3.73
14.3,1,A,M,8.65,2017,cedar_crow,R247_R539_L433,3.2
15,1,A,M,8.95,2017,cedar_crow,R247_R539_L433,3.67
15.6,1,A,M,9.1,2017,pine_crow,R247_R539_L433,3.78
17.7,1,A,M,10.2,2017,580_crow,R247_R539_L433,3.95
19.9,1,A,M,10.8,2017,cedar_crow,R247_R539_L433,4.06
13.6,1,A,M,8.8,2018,cedar_crow,R247_R539_L433,4.2
14.2,1,A,M,8.8,2018,cedar_crow,R247_R539_L433,4.15
15.5,1,A,M,9.3,2018,p_tree_crow,R247_R539_L433,4.11
14.9,1,A,F,6.15,2014,D_tree_crow,R251,4.45
14.9,1,A,F,4.75,2014,sunnyside_crow,R252_L158,3.81
15.3,1,A,F,4.9,2014,580_crow,R252_L158,3.98
17.4,1,A,F,5.7,2014,580_crow,R252_L158,4.97
19.5,1,A,F,6.95,2016,Z_tree_crow,R252_L158,4.3
17.5,1,P,M,3,2014,D_tree_crow,R253_L274,5.45
17.7,1,P,M,3.25,2014,B_area_crow,R253_L274,4.33
15.3,0,A,M,9.35,2015,F_paradise,R254,4.7
19.4,0,A,M,8.75,2015,F_paradise,R254,4.85
17.7,1,A,M,5.55,2014,580_crow,R255,4.54
14.9,1,P,F,3.25,2014,T_tree_crow,R256,4.39
15.3,1,P,F,3.45,2014,T_tree_crow,R256,4.25
17.4,1,P,F,4.15,2014,cheerio_tree_crow,R256,5.25
17.4,1,A,F,6.3,2015,R_tree_crow,R256,4.83
20.2,1,A,F,7.05,2015,L_tree_crow,R256,4.79
16.1,1,A,F,5.65,2016,K_tree_crow,R256,3.59
18.8,0,P,M,3.7,2014,Lisser_paradise,R259_L286,5.64
14.9,1,A,M,4.65,2014,L_tree_crow,R261_L263,4.32
18.8,0,A,M,6.55,2014,B_paradise,R264_L245,5.78
15,1,A,M,5,2014,log_4_crow,R265,4.05
17.7,1,A,M,6.1,2014,pine_crow,R266_L298,4.85
14.7,1,A,M,8.25,2015,T_tree_crow,R266_L298,4.53
18.8,1,A,M,8.8,2015,T_tree_crow,R266_L298,4.7
14.9,1,A,M,4.65,2014,T_tree_crow,R267,4.01
15.3,1,A,M,4.85,2014,cedar_crow,R267,4.52
15.4,0,A,F,5.95,2015,playground_paradise,R268,4.44
16.9,0,A,F,6.15,2015,theater_paradise,R268,4.07
18,0,A,F,6,2015,fortress_paradise,R268,4.89
19.6,1,A,F,6.24,2015,creek_crow,R268,4.45
16.7,0,A,F,5.7,2016,Lisser_paradise,R268,3.62
18.8,0,A,F,5.15,2016,fortress_paradise,R268,3.89
15,1,A,M,4.45,2014,cedar_crow,R271,4.33
14,1,P,F,2,2015,cedar_crow,R273,4.54
17.3,1,P,F,3.75,2015,oak_crow,R273,4.51
