day.s,site,stage,sex,mass_div_100,year,area,uid,lnCort
17.3,1,A,F,5.35,2016,cedar_crow,R336,3.67
18.8,0,A,F,5.7,2016,F_paradise,R336,3.67
19.1,0,A,F,8.1,2017,E_paradise,R336,2.94
20.5,0,A,F,9.1,2017,E_paradise,R336,3.67
15.4,0,P,F,3.6,2015,E_paradise,R337,5.01
17,0,P,F,3.2,2015,F_paradise,R337,4.3
18,0,P,F,3.25,2015,T_paradise,R337,4.53
19.4,0,P,F,3.4,2015,T_paradise,R337,4.79
14.7,1,A,F,6.5,2015,fence_crow,R338,4.02
14.7,1,A,F,6.5,2015,fence_crow,R338,4.02
15.4,0,P,F,3.1,2015,F_paradise,R339,4.47
14.7,1,P,M,2.2,2015,L_tree_crow,R341,4.44
17.3,1,P,M,3.5,2015,R_tree_crow,R341,4.47
18.7,1,P,M,4.05,2015,log_3_crow,R341,4.2
15.4,0,P,F,2.7,2015,playground_paradise,R342,4.8
19.4,0,P,F,3.6,2015,W_paradise,R342,4.94
14.7,1,P,M,2.1,2015,B_area_crow,R344_R448_L434,4.83
17.3,1,P,M,3.3,2015,B_area_crow,R344_R448_L434,4.38
18.7,1,P,M,2.8,2015,K_tree_crow,R344_R448_L434,4.41
20.1,1,P,M,3.6,2015,B_area_crow,R344_R448_L434,4.74
17.4,1,P,M,2.7,2015,pine_crow,R345,4.84
18.8,1,P,M,3,2015,M_tree_crow,R345,5
20.1,1,P,M,3.4,2015,M_tree_crow,R345,4.76
17.3,1,P,F,2.05,2015,B_area_crow,R346,4.44
18.8,1,P,F,2.6,2015,B_area_crow,R346,4.58
17.3,1,P,F,3.3,2015,580_crow,R347,4.86
18.7,1,P,F,3.45,2015,W_tree_crow,R347,4.79
20.1,1,P,F,4.6,2015,cedar_crow,R347,5.26
16.1,1,A,F,6.15,2016,oak_crow,R347,3.46
16.9,0,P,M,3.1,2015,NSB_paradise,R348,4.93
19.7,0,A,F,7.2,2015,Q_paradise,R349,4.49
18.9,0,A,F,5.5,2016,E_paradise,R349,3.77
14.6,1,P,M,1.35,2015,trash_trio_crow,R350,4.7
17.3,1,P,M,2.5,2015,M_tree_crow,R350,4.62
20.1,1,P,M,3.55,2015,T_tree_crow,R350,4.81
18.8,0,A,F,6,2016,playground_paradise,R353,3.29
20.6,0,A,F,5.7,2017,N_paradise,R353,4.39
15.1,0,A,F,6.55,2018,tea_shop_paradise,R353,5.39
17.1,1,A,F,5.95,2018,W_tree_crow,R353,2.91
16.9,0,A,F,4,2015,playground_paradise,R354,4.09
19.5,0,A,F,4.15,2015,V_paradise,R354,4.45
17.3,1,P,M,2.35,2015,B_area_crow,R356,4.62
16.8,0,A,M,8.75,2015,N_paradise,R358,4.74
18.8,0,A,M,8.3,2016,T_paradise,R358,3.33
19.9,1,A,M,9.2,2017,cedar_crow,R358,1.8
20.5,0,A,M,9.45,2017,F_paradise,R358,3.97
17.8,0,A,M,9.6,2018,E_paradise,R358,3.58
16.9,0,P,F,3.55,2015,N_paradise,R359,4.04
18,0,P,F,3.7,2015,Q_paradise,R359,4.84
16.9,0,P,F,2.4,2015,F_paradise,R360,4.43
17.4,1,P,F,2.85,2015,pine_crow,R360,4.89
18,0,P,F,2.75,2015,D_paradise,R360,4.81
19.4,0,P,F,3.1,2015,runway_paradise,R360,4.84
17,0,P,F,3.5,2015,J_paradise,R361,4.21
19.4,0,P,F,3.6,2015,O_paradise,R361,4.11
15.5,0,A,F,8.5,2015,E_paradise,R362_L352,4.11
17.5,1,A,F,6.15,2016,log_2_crow,R362_L352,3.98
18.8,0,A,F,5.8,2016,T_paradise,R362_L352,4.36
19.5,1,A,F,6,2016,log_3_crow,R362_L352,3.31
16.8,0,P,F,3.6,2015,N_paradise,R363,4.19
19.4,1,A,F,6.8,2016,X_tree_crow,R364,4.24
14.3,1,A,F,7.15,2017,580_crow,R364,2.17
19.8,1,A,F,7.2,2017,580_crow,R364,3.78
15.5,1,A,F,7.55,2018,T_tree_crow,R364,3.56
17.1,1,A,F,8,2018,sunnyside_crow,R364,1.82
16.9,0,P,F,2.8,2015,F_paradise,R365,4.33
16.8,0,P,F,3.85,2015,playground_paradise,R366,4.08
18,0,P,F,4.1,2015,H_paradise,R366,4.09
19.6,0,P,F,4.4,2015,V_paradise,R366,4.54
16.8,0,P,F,2.85,2015,F_paradise,R367,4.6
18.3,0,P,F,3.13,2015,D_paradise,R367,4.51
19.4,0,P,F,3.25,2015,E_paradise,R367,4.85
17.3,1,P,F,2.4,2015,B_area_crow,R368,4.81
20.1,1,P,F,4.1,2015,log_1_crow,R368,4.93
16,1,A,F,6.75,2016,A_area_crow,R368,4.39
17.4,1,A,F,5.9,2016,A_area_crow,R368,3.81
19.5,1,A,F,6.1,2016,A_area_crow,R368,3.58
13.6,1,A,F,5.75,2017,B_area_crow,R368,3.8
14.3,1,A,F,5.8,2017,A_area_crow,R368,3.92
15,1,A,F,6.2,2017,J_tree_crow,R368,4.35
15.6,1,A,F,6.05,2017,A_area_crow,R368,1.1
17.8,1,A,F,6.8,2017,B_area_crow,R368,3.6
19.9,1,A,F,8.5,2017,A_area_crow,R368,4.61
8.7,1,A,F,5.7,2018,A_area_crow,R368,4.56
13.6,1,A,F,6.15,2018,A_area_crow,R368,5.16
14.1,1,A,F,6.2,2018,A_area_crow,R368,5.91
15.5,1,A,F,7.4,2018,D_area_crow,R368,5.12
17,1,A,F,6.1,2018,B_area_crow,R368,5.26
19,1,A,F,7.35,2018,B_area_crow,R368,3.1
20.4,1,A,F,7.5,2018,A_area_crow,R368,4.29
16.8,0,P,M,2.6,2015,NSB_paradise,R369,3.81
18.3,0,P,M,3.15,2015,mills_hall_paradise,R369,4.16
19.5,0,P,M,3.75,2015,fortress_paradise,R369,4.34
15.5,0,A,M,8.15,2015,T_paradise,R370,4.5
19.7,0,A,M,8,2015,gaia_house_paradise,R370,4.9
16.8,0,P,F,3.4,2015,boonies_paradise,R371,4.34
17,0,A,M,4.1,2015,G_paradise,R372,4.1
18,0,A,M,4,2015,W_paradise,R372,4.56
18.8,1,A,M,5.4,2015,log_3_crow,R372,4.26
19.6,0,A,M,4.75,2015,backstage_paradise,R372,4.21
16.7,0,A,M,8.3,2016,U_paradise,R372,3.23
17.7,0,A,M,11.45,2018,river_paradise,R372,3.72
17.3,1,P,F,3.85,2015,580_crow,R373_R490,4.56
18.8,1,P,F,4.3,2015,580_crow,R373_R490,4.35
16.1,1,A,F,5.4,2016,Q_tree_crow,R373_R490,3.76
16.8,0,P,F,5.7,2015,boonies_paradise,R374,4.64
17.3,1,P,M,2.3,2015,B_area_crow,R375,4.58
18.7,1,P,M,2.75,2015,B_area_crow,R375,4.75
20.1,1,P,M,3.45,2015,B_area_crow,R375,4.63
18.3,0,P,F,2.5,2015,fortress_paradise,R376,4.55
18.7,1,A,M,4.8,2015,log_1_crow,R377,4.58
14.6,1,A,M,7.75,2017,log_3_crow,R377,4.13
15,1,A,M,7.75,2017,R_tree_crow,R377,4.44
17.7,1,A,M,8.55,2017,log_2_crow,R377,3.99
20,1,A,M,9.1,2017,log_3_crow,R377,4.63
19.1,1,A,M,6.1,2019,log_3_crow,R377,4.44
18.3,0,A,F,8.05,2015,boonies_paradise,R378,4.53
18,0,P,F,3.4,2015,runway_paradise,R379,4.26
17.4,1,P,M,3.6,2015,log_1_crow,R380,4.44
17.5,0,A,M,8.35,2019,X_paradise,R380,3.91
17.5,1,P,M,1.6,2015,580_crow,R381,4.58
19.4,0,P,F,3.75,2015,popcorn_stand_paradise,R382,4.32
18.7,1,P,M,2.75,2015,580_crow,R384,4.64
20.1,1,P,M,7.9,2015,580_crow,R384,4.96
17.4,1,P,M,4.1,2015,log_1_crow,R385,4.51
17.4,1,P,M,2.45,2015,A_area_crow,R386,4.67
18.8,1,P,M,7.65,2015,log_2_crow,R386,4.84
17.4,1,P,M,3.4,2015,O_tree_crow,R387,4.57
20.1,1,P,M,4.3,2015,oak_crow,R387,4.39
17.4,1,A,M,7.85,2016,K_tree_crow,R387,3.77
17.5,1,P,M,3.4,2015,580_crow,R388,4.35
18.7,1,P,M,3.75,2015,sunnyside_crow,R388,4.97
18.9,1,A,M,4.25,2015,log_2_crow,R389,4.59
18.7,1,P,M,4.45,2015,log_1_crow,R390,4.43
20.3,1,P,M,4.3,2015,creek_crow,R390,4.57
19.4,0,A,M,8.7,2017,E_paradise,R390,3.34
17.6,0,A,M,8.2,2019,culvert_paradise,R390,3.75
21,0,A,M,7.4,2019,culvert_paradise,R390,3.82
18.8,1,A,M,4.35,2015,580_crow,R391,4.84
20.2,1,A,M,4.7,2015,580_crow,R391,4.89
19.9,1,A,M,7.6,2017,580_crow,R391,4.44
17.5,1,P,M,3.5,2015,log_1_crow,R392_L428,5.71
20.1,1,P,M,4.55,2015,log_3_crow,R392_L428,4.31
15.3,1,A,M,7.7,2016,T_tree_crow,R392_L428,3.65
13.6,1,A,M,7.35,2017,L_tree_crow,R392_L428,4.43
15,1,A,M,8.05,2017,S_tree_crow,R392_L428,4.33
17.5,1,P,F,2.25,2015,Y_tree_crow,R393,4.71
20.3,1,P,F,3.5,2015,580_crow,R393,5.39
19.5,1,A,F,6.45,2016,580_crow,R393,4.39
18,0,P,F,3.95,2015,Q_paradise,R394,4.63
18,0,P,F,3.45,2015,N_paradise,R395_R511,4.43
16.7,0,A,F,5,2016,T_paradise,R395_R511,1.13
17.7,0,A,F,8.1,2018,backstage_paradise,R395_R511,3.52
18.3,0,P,M,3.05,2015,fortress_paradise,R396,4.46
19.4,0,P,M,3.5,2015,beach_paradise,R396,4.29
18.8,1,P,M,3.05,2015,creek_crow,R398,4.23
20.3,1,P,M,3.5,2015,creek_crow,R398,4.9
20.4,1,A,M,6.05,2016,creek_crow,R398,3.56
19.4,0,A,M,4.95,2015,O_paradise,R400,4.59
19,1,P,F,1.85,2015,log_4_crow,R401,4.93
20.2,1,P,F,2,2015,log_4_crow,R401,4.62
18.9,1,A,M,4.25,2015,pine_crow,R402_R762,4.88
13.8,1,A,M,8.05,2017,P_tree_crow,R402_R762,4.35
14.3,1,A,M,8.2,2017,oak_crow,R402_R762,4.2
15.6,1,A,M,9.45,2017,T_tree_crow,R402_R762,1.26
19.9,1,A,M,9.85,2017,T_tree_crow,R402_R762,3.98
13.6,1,A,M,8.15,2018,T_tree_crow,R402_R762,5.27
14.2,1,A,M,8.2,2018,purgatory_crow,R402_R762,4.44
20.1,1,P,F,3.95,2015,S_tree_crow,R403,4.92
19,0,A,M,7.7,2016,F_paradise,R404,3.11
19,1,A,M,6.25,2018,purgatory_crow,R404,2.36
19.5,0,P,M,3.85,2015,D_paradise,R405,4.33
19.5,0,P,M,3.9,2015,boonies_paradise,R407,4.46
19.5,0,A,M,4.3,2015,T_paradise,R408,5.02
20.3,1,A,M,4.2,2015,creek_crow,R408,4.92
19.7,0,A,M,4.3,2015,D_paradise,R410,4.43
19.6,0,A,F,4,2015,popcorn_stand_paradise,R411,4.92
19.7,0,A,M,3.9,2015,D_paradise,R412,4.71
19.7,0,A,M,4.55,2015,N_paradise,R414,4.87
18.9,1,A,M,4.45,2015,sunnyside_crow,R415,5.6
16.1,1,A,M,7.95,2016,log_1_crow,R416,3.58
16.6,1,A,M,8,2016,creek_crow,R416,4.14
20.3,1,A,M,7.4,2016,creek_crow,R416,3.82
20.3,1,A,M,7.65,2015,cedar_crow,R417,5.67
20.3,1,P,F,3.15,2015,creek_crow,R418,4.73
20.2,1,P,F,3.85,2015,580_crow,R419,4.76
19.6,0,A,M,7.2,2015,boonies_paradise,R420,4.35
19.5,0,P,F,2.05,2015,culvert_paradise,R421,4.51
20.3,1,A,M,4.8,2015,log_1_crow,R422,4.87
20.1,1,P,F,3.8,2015,A_area_crow,R423,5.19
16,1,A,F,6.4,2016,A_area_crow,R423,4.33
17.5,1,A,F,5.45,2016,A_area_crow,R423,3.93
14.4,1,A,F,6.2,2017,A_area_crow,R423,1.55
15.7,1,A,F,6.1,2017,A_area_crow,R423,4.13
20,1,A,F,6.1,2017,B_area_crow,R423,5.37
14.2,1,A,F,6.1,2018,A_area_crow,R423,4.24
15.5,1,A,F,6.3,2018,A_area_crow,R423,4.47
19.2,1,A,F,5.6,2018,B_area_crow,R423,4.27
20.4,1,A,F,6.6,2018,A_area_crow,R423,4.38
14.2,1,A,F,6,2019,cheerio_tree_crow,R423,4.15
15.6,1,A,F,5.4,2019,A_area_crow,R423,4.16
20.3,1,P,M,3.4,2015,cedar_crow,R424,5.34
20.3,1,A,M,4,2015,creek_crow,R425,5.16
20.3,1,A,M,4,2015,580_crow,R426,4.52
15.3,1,P,F,2.25,2016,log_4_crow,R427,4.05
16,1,P,F,2.75,2016,log_4_crow,R427,3.79
17.3,1,P,M,3.25,2016,Q_tree_crow,R429,3.39
19.4,1,P,M,3.7,2016,cedar_crow,R429,3.55
20.3,1,P,M,3.35,2016,creek_crow,R429,3.13
9.5,1,A,M,6.75,2017,log_2_crow,R429,4.02
13.7,1,A,M,6,2017,log_2_crow,R429,3.48
15,1,A,M,6.45,2017,log_3_crow,R429,3.39
20.1,1,A,M,6.9,2017,log_1_crow,R429,1.11
20.7,1,A,M,6.85,2017,creek_crow,R429,4.63
19.1,1,A,M,7.55,2018,R_tree_crow,R429,2.98
20.5,1,A,M,7.3,2018,R_tree_crow,R429,3.76
19.6,1,A,M,7.85,2019,log_1_crow,R429,3.84
21,1,A,M,7.5,2019,creek_crow,R429,4.01
16,1,A,M,7.25,2020,T_tree_crow,R429,4.08
17.4,1,A,M,7.3,2020,log_2_crow,R429,4
20.3,1,A,M,7.2,2020,log_1_crow,R429,3.66
15.3,1,P,F,2.75,2016,A_area_crow,R430,4.34
16,1,P,F,3.1,2016,B_area_crow,R430,3.92
16,1,P,M,2.05,2016,L_tree_crow,R431,3.6
17.4,1,P,M,2.3,2016,L_tree_crow,R431,3.5
19.4,1,P,M,2.75,2016,L_tree_crow,R431,3.88
19.8,1,A,M,7.1,2017,B_area_crow,R431,3.79
19.5,1,P,M,3.2,2016,log_3_crow,R432,3.23
20.3,1,A,M,4.3,2015,Q_tree_crow,R436,4.99
13.6,1,A,M,6.55,2017,sunnyside_crow,R436,3.66
14.4,1,A,M,6.95,2017,log_4_crow,R436,3.21
13.6,1,A,M,7.25,2018,Y_tree_crow,R436,3.65
14.3,1,A,M,7.6,2018,p_tree_crow,R436,5.16
15.5,1,A,M,7.8,2018,Y_tree_crow,R436,4.59
14.2,1,A,M,6.45,2019,Y_tree_crow,R436,4.44
17,1,A,M,7.55,2019,sunnyside_crow,R436,2.42
19.5,1,P,F,2.7,2016,T_tree_crow,R437,3.79
13.7,1,A,F,4.65,2017,T_tree_crow,R437,3.88
14.4,1,A,F,5,2017,S_tree_crow,R437,3.15
17.7,1,A,F,5.65,2017,T_tree_crow,R437,3.93
19.9,1,A,F,6.8,2017,T_tree_crow,R437,3.97
14.3,1,A,F,5.45,2018,580_crow,R437,4.53
15.7,1,A,F,6.35,2018,purgatory_crow,R437,4.44
14.8,1,A,F,5.2,2019,S_tree_crow,R437,4.02
15.6,1,A,F,6,2019,580_crow,R437,3.67
16.8,1,A,F,6.6,2019,log_2_crow,R437,3.83
19.8,1,A,F,6.85,2019,T_tree_crow,R437,4.03
15.3,1,P,F,2.25,2016,580_crow,R438,3.71
16,1,P,F,2.4,2016,580_crow,R438,3.91
19.4,1,P,F,3.3,2016,cedar_crow,R438,3.87
15.3,1,P,F,2.65,2016,580_crow,R440,3.85
17.3,1,P,F,3.05,2016,W_tree_crow,R440,1.95
13.7,1,A,F,6.5,2017,Q_tree_crow,R440,3.52
13.8,1,A,F,6.25,2017,Q_tree_crow,R440,4.1
14.4,1,A,F,6.3,2017,Q_tree_crow,R440,3.6
17.8,1,A,F,6.45,2017,Q_tree_crow,R440,3.08
19.8,1,A,F,6.75,2017,Q_tree_crow,R440,3.87
17.4,1,P,M,2.55,2016,K_tree_crow,R441,2.94
19.4,1,P,M,2.9,2016,log_3_crow,R441,3.79
13.7,1,A,M,5.05,2017,580_crow,R441,2.88
14.6,1,A,M,5.4,2017,580_crow,R441,2.88
16,1,P,F,1.8,2016,K_tree_crow,R442,3.79
15.3,1,P,M,2.7,2016,B_area_crow,R443,3.89
16,1,P,M,3.05,2016,B_area_crow,R443,4.12
17.4,1,P,M,3.6,2016,B_area_crow,R443,3.35
19.4,1,P,M,3.6,2016,B_area_crow,R443,4.23
17.3,1,P,M,2.7,2016,L_tree_crow,R444,3.52
19.4,1,P,M,3.3,2016,L_tree_crow,R444,3.79
13.6,1,A,M,6.15,2017,L_tree_crow,R444,3.47
14.3,1,A,M,6.55,2017,L_tree_crow,R444,3.72
15,1,A,M,6.75,2017,L_tree_crow,R444,3.5
15.6,1,A,M,7.2,2017,J_tree_crow,R444,1.73
17.7,1,A,M,7.3,2017,L_tree_crow,R444,3.45
19.2,1,A,M,7.5,2017,B_area_crow,R444,3.44
19.8,1,A,M,7.65,2017,H_tree_crow,R444,3.35
15.3,1,P,M,2.6,2016,B_area_crow,R446,3.87
16,1,P,M,2.95,2016,B_area_crow,R446,3.16
13.7,1,A,M,5.55,2017,post_crow,R446,2.63
14.3,1,A,M,6.55,2017,post_crow,R446,2.53
17.9,1,A,M,7.6,2017,580_crow,R446,2.04
19.9,1,A,M,7.55,2017,580_crow,R446,4.48
15.3,1,P,M,2.55,2016,log_4_crow,R447,3.92
16.1,1,P,M,3,2016,580_crow,R447,3.44
17.3,1,P,M,3.35,2016,Q_tree_crow,R447,2.3
19.4,1,P,M,3.85,2016,Q_tree_crow,R447,3.19
16,1,P,F,1.8,2016,L_tree_crow,R449,4.24
17.4,1,P,F,3.15,2016,U_tree_crow,R449,4.78
16.1,1,P,F,2,2016,cedar_crow,R450,3.39
17.3,1,P,F,1.85,2016,O_tree_crow,R450,3.07
19.4,1,P,F,2.25,2016,cedar_crow,R450,3.84
13.6,1,A,F,6.35,2017,D_area_crow,R450,1.59
15.2,1,A,F,7.95,2017,J_tree_crow,R450,3.56
14.2,1,A,F,7.2,2018,B_area_crow,R450,4.03
15.5,1,A,F,8.4,2018,D_area_crow,R450,4.17
14.2,1,A,F,4.35,2019,P_tree_crow,R450,4.21
14.8,1,A,F,5.95,2019,P_tree_crow,R450,4.21
15.5,1,A,F,5.8,2019,P_tree_crow,R450,4.06
18.2,1,A,F,7.6,2019,J_tree_crow,R450,3.74
15.7,1,A,F,6.8,2020,P_tree_crow,R450,3.29
16,1,A,F,6.5,2020,P_tree_crow,R450,3.52
17.4,1,A,F,7.05,2020,Q_tree_crow,R450,3.58
18.9,1,A,F,7,2020,Q_tree_crow,R450,3.54
20.2,1,A,F,6.95,2020,Q_tree_crow,R450,3.22
16,1,P,M,2.45,2016,580_crow,R452,3.53
17.4,1,P,M,2.95,2016,580_crow,R452,3.67
19.5,1,P,M,3.55,2016,Q_tree_crow,R452,3.39
17.5,1,P,F,3.2,2016,W_tree_crow,R453,3.43
19.5,1,P,F,3.55,2016,Q_tree_crow,R453,3.27
13.8,1,A,F,6.45,2017,Q_tree_crow,R453,3.94
17.3,1,P,M,2.65,2016,K_tree_crow,R454,3.34
15.3,1,P,F,1.25,2016,L_tree_crow,R455,3.93
16,1,P,F,1.65,2016,log_2_crow,R455,3.36
17.3,1,P,F,2.15,2016,log_1_crow,R455,3.38
18.8,1,P,F,2.75,2016,creek_crow,R455,3.09
19.4,1,P,F,2.8,2016,log_2_crow,R455,3.58
20.4,1,P,F,3.05,2016,creek_crow,R455,3.41
16,1,P,F,2.85,2016,W_tree_crow,R456,3.78
17.3,1,P,F,3.4,2016,580_crow,R456,3.12
19.4,1,P,F,4,2016,580_crow,R456,3.78
13.7,1,A,F,5.65,2017,P_tree_crow,R456,4.27
14.3,1,A,F,6.4,2017,Q_tree_crow,R456,3.95
15.2,1,A,F,6.9,2017,P_tree_crow,R456,3.36
15.6,1,A,F,8,2017,W_tree_crow,R456,3.84
17.7,1,A,F,6.65,2017,Q_tree_crow,R456,3.4
17.4,1,P,M,3.1,2016,B_area_crow,R457_R1053,3.11
19.5,1,P,M,2.55,2016,T_tree_crow,R457_R1053,3.39
17.6,0,A,M,4.57,2019,D_paradise,R457_R1053,3.76
18.3,0,A,M,6.8,2020,D_paradise,R457_R1053,2.97
19.5,0,A,M,6.6,2020,lower_runway_paradise,R457_R1053,3.06
16,1,P,F,1.55,2016,pine_crow,R458,4.36
16,1,P,M,2,2016,L_tree_crow,R459_R553,3.64
17.4,1,P,M,2.6,2016,L_tree_crow,R459_R553,3.26
19,1,P,M,2.85,2016,creek_crow,R459_R553,3.53
13.7,1,A,M,5.7,2017,log_1_crow,R459_R553,3.53
14.3,1,A,M,5.8,2017,log_2_crow,R459_R553,3.66
15,1,A,M,5.75,2017,log_2_crow,R459_R553,3.9
15.6,1,A,M,5.95,2017,log_3_crow,R459_R553,3.47
15.3,1,P,M,1.7,2016,L_tree_crow,R462_R577,3.6
16,1,P,M,2.15,2016,N_tree_crow,R462_R577,3.96
17.3,1,P,M,2.3,2016,B_area_crow,R462_R577,3.56
18.8,1,P,M,3,2016,creek_crow,R462_R577,3.44
19.5,1,P,M,3.1,2016,L_tree_crow,R462_R577,4.06
13.6,1,A,M,5.85,2017,log_3_crow,R462_R577,4.11
14.3,1,A,M,6.1,2017,B_area_crow,R462_R577,3.87
15,1,A,M,6.15,2017,log_2_crow,R462_R577,4.67
15.6,1,A,M,6.6,2017,H_tree_crow,R462_R577,1.5
